022f39e9-57ee-4b2b-8b3a-8929e3d69a37	MFSD12
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	MRGPRX2
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	MTREX
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	MUC16
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	NCAN
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	NEK3
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	NFIB
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	NHLH2
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	NKAPL
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	NKTR
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	NR2E3
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	NTM
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	NTRK1
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	OR10V1
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	OR14A16
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	OR4C12
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	OR4D6
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	OR51E1
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	OR52I2
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	OR52M1
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	OR5AN1
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	OR5AR1
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	OR5K3
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	OR5M8
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	OR5W2
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	PAH
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	PAX6
