Gene	COAD_cases	COAD_percent	READ_cases	READ_percent	Total_cases	Overall_percent
OR5H15	2	0.46729	1	0.645161	3	0.51458
OR5M11	3	0.700935	0	0	3	0.51458
OR6B1	1	0.233645	2	1.29032	3	0.51458
OR7G3	3	0.700935	0	0	3	0.51458
OR8A1	2	0.46729	1	0.645161	3	0.51458
OR9I1	3	0.700935	0	0	3	0.51458
ORAI3	3	0.700935	0	0	3	0.51458
ORC6	3	0.700935	0	0	3	0.51458
ORM1	2	0.46729	1	0.645161	3	0.51458
OSCAR	3	0.700935	0	0	3	0.51458
OTOR	3	0.700935	0	0	3	0.51458
OTULINL	3	0.700935	0	0	3	0.51458
OXT	3	0.700935	0	0	3	0.51458
OXTR	2	0.46729	1	0.645161	3	0.51458
P4HA1	2	0.46729	1	0.645161	3	0.51458
PABPN1L	2	0.46729	1	0.645161	3	0.51458
PAGE1	3	0.700935	0	0	3	0.51458
PAK1IP1	3	0.700935	0	0	3	0.51458
PALM3	2	0.46729	1	0.645161	3	0.51458
PAQR7	3	0.700935	0	0	3	0.51458
PARG	1	0.233645	2	1.29032	3	0.51458
PATE2	3	0.700935	0	0	3	0.51458
PBLD	3	0.700935	0	0	3	0.51458
PCCB	2	0.46729	1	0.645161	3	0.51458
PCNP	2	0.46729	1	0.645161	3	0.51458
PCP2	3	0.700935	0	0	3	0.51458
PDCD1LG2	2	0.46729	1	0.645161	3	0.51458
PDCD2L	2	0.46729	1	0.645161	3	0.51458
PDCD5	2	0.46729	1	0.645161	3	0.51458
PDE6D	3	0.700935	0	0	3	0.51458
PDGFB	1	0.233645	2	1.29032	3	0.51458
PDGFRL	3	0.700935	0	0	3	0.51458
PDHB	3	0.700935	0	0	3	0.51458
PDIK1L	2	0.46729	1	0.645161	3	0.51458
PDLIM4	3	0.700935	0	0	3	0.51458
PDPK1	2	0.46729	1	0.645161	3	0.51458
PDX1	3	0.700935	0	0	3	0.51458
PDXK	3	0.700935	0	0	3	0.51458
PDZD11	3	0.700935	0	0	3	0.51458
PDZD9	1	0.233645	2	1.29032	3	0.51458
PECAM1	2	0.46729	1	0.645161	3	0.51458
PEX10	3	0.700935	0	0	3	0.51458
PEX19	2	0.46729	1	0.645161	3	0.51458
PF4	3	0.700935	0	0	3	0.51458
PFKFB3	1	0.233645	2	1.29032	3	0.51458
PFKM	2	0.46729	1	0.645161	3	0.51458
PFN4	3	0.700935	0	0	3	0.51458
PGAM2	3	0.700935	0	0	3	0.51458
PGF	2	0.46729	1	0.645161	3	0.51458
PGPEP1L	1	0.233645	2	1.29032	3	0.51458
PHF11	3	0.700935	0	0	3	0.51458
PHOSPHO1	3	0.700935	0	0	3	0.51458
PHOX2A	2	0.46729	1	0.645161	3	0.51458
PICK1	3	0.700935	0	0	3	0.51458
PIGC	2	0.46729	1	0.645161	3	0.51458
PIGX	2	0.46729	1	0.645161	3	0.51458
PIGZ	3	0.700935	0	0	3	0.51458
PILRB	1	0.233645	2	1.29032	3	0.51458
PIM3	2	0.46729	1	0.645161	3	0.51458
PIP4K2C	3	0.700935	0	0	3	0.51458
PJVK	3	0.700935	0	0	3	0.51458
PLA2G5	1	0.233645	2	1.29032	3	0.51458
PLEKHD1	2	0.46729	1	0.645161	3	0.51458
PLP2	3	0.700935	0	0	3	0.51458
PLPBP	3	0.700935	0	0	3	0.51458
PLPP2	2	0.46729	1	0.645161	3	0.51458
PLPP5	3	0.700935	0	0	3	0.51458
PLPPR2	3	0.700935	0	0	3	0.51458
PLPPR3	3	0.700935	0	0	3	0.51458
PMF1	3	0.700935	0	0	3	0.51458
PMPCB	0	0	3	1.93548	3	0.51458
PNKD	3	0.700935	0	0	3	0.51458
PNPO	3	0.700935	0	0	3	0.51458
POLDIP2	2	0.46729	1	0.645161	3	0.51458
POLL	2	0.46729	1	0.645161	3	0.51458
POLR1C	2	0.46729	1	0.645161	3	0.51458
POLR2D	3	0.700935	0	0	3	0.51458
POLR3GL	3	0.700935	0	0	3	0.51458
POLR3H	3	0.700935	0	0	3	0.51458
POLR3K	2	0.46729	1	0.645161	3	0.51458
POMC	3	0.700935	0	0	3	0.51458
POP4	3	0.700935	0	0	3	0.51458
POU4F1	3	0.700935	0	0	3	0.51458
PPA1	3	0.700935	0	0	3	0.51458
PPBP	3	0.700935	0	0	3	0.51458
PPDPFL	1	0.233645	2	1.29032	3	0.51458
PPIAL4G	2	0.46729	1	0.645161	3	0.51458
PPIB	3	0.700935	0	0	3	0.51458
PPIL1	3	0.700935	0	0	3	0.51458
PPM1G	2	0.46729	1	0.645161	3	0.51458
PPP1CA	3	0.700935	0	0	3	0.51458
PPP1R14D	2	0.46729	1	0.645161	3	0.51458
PPP1R1A	2	0.46729	1	0.645161	3	0.51458
PPP1R1B	2	0.46729	1	0.645161	3	0.51458
PPP1R1C	2	0.46729	1	0.645161	3	0.51458
PPP1R3D	3	0.700935	0	0	3	0.51458
PQBP1	3	0.700935	0	0	3	0.51458
PRB1	1	0.233645	2	1.29032	3	0.51458
PRDM12	3	0.700935	0	0	3	0.51458
PRDX1	2	0.46729	1	0.645161	3	0.51458
PRELID3A	3	0.700935	0	0	3	0.51458
PRIMA1	3	0.700935	0	0	3	0.51458
PRKACB	3	0.700935	0	0	3	0.51458
PRKAR2A	2	0.46729	1	0.645161	3	0.51458
PRKX	2	0.46729	1	0.645161	3	0.51458
PRMT1	3	0.700935	0	0	3	0.51458
PROK1	3	0.700935	0	0	3	0.51458
PRPH2	2	0.46729	1	0.645161	3	0.51458
PRPSAP2	3	0.700935	0	0	3	0.51458
PRR16	2	0.46729	1	0.645161	3	0.51458
PRRG4	2	0.46729	1	0.645161	3	0.51458
PRSS21	3	0.700935	0	0	3	0.51458
PRTFDC1	2	0.46729	1	0.645161	3	0.51458
PRXL2B	2	0.46729	1	0.645161	3	0.51458
PSCA	3	0.700935	0	0	3	0.51458
PSMA1	2	0.46729	1	0.645161	3	0.51458
PSMB5	3	0.700935	0	0	3	0.51458
PSMD13	3	0.700935	0	0	3	0.51458
PSME3	1	0.233645	2	1.29032	3	0.51458
PSME3IP1	3	0.700935	0	0	3	0.51458
PSMG1	2	0.46729	1	0.645161	3	0.51458
PSORS1C1	2	0.46729	1	0.645161	3	0.51458
PSORS1C2	2	0.46729	1	0.645161	3	0.51458
PSTPIP1	2	0.46729	1	0.645161	3	0.51458
PTGDS	3	0.700935	0	0	3	0.51458
PTGES2	3	0.700935	0	0	3	0.51458
PTP4A2	1	0.233645	2	1.29032	3	0.51458
PTPA	3	0.700935	0	0	3	0.51458
PTTG1IP	3	0.700935	0	0	3	0.51458
PUDP	3	0.700935	0	0	3	0.51458
PURA	3	0.700935	0	0	3	0.51458
PXDC1	1	0.233645	2	1.29032	3	0.51458
R3HDML	3	0.700935	0	0	3	0.51458
RAB10	2	0.46729	1	0.645161	3	0.51458
RAB11FIP3	3	0.700935	0	0	3	0.51458
RAB1A	3	0.700935	0	0	3	0.51458
RAB1B	3	0.700935	0	0	3	0.51458
RAB21	2	0.46729	1	0.645161	3	0.51458
RAB22A	3	0.700935	0	0	3	0.51458
RAB25	2	0.46729	1	0.645161	3	0.51458
RAB26	3	0.700935	0	0	3	0.51458
RAB28	2	0.46729	1	0.645161	3	0.51458
RAB33A	2	0.46729	1	0.645161	3	0.51458
RAB33B	1	0.233645	2	1.29032	3	0.51458
RAB39B	2	0.46729	1	0.645161	3	0.51458
RAB3A	3	0.700935	0	0	3	0.51458
RAB40A	2	0.46729	1	0.645161	3	0.51458
RAB5C	3	0.700935	0	0	3	0.51458
RAB9A	2	0.46729	1	0.645161	3	0.51458
RAB9B	2	0.46729	1	0.645161	3	0.51458
RABEPK	3	0.700935	0	0	3	0.51458
RABIF	1	0.233645	2	1.29032	3	0.51458
RABL2B	2	0.46729	1	0.645161	3	0.51458
RABL3	1	0.233645	2	1.29032	3	0.51458
RACGAP1	3	0.700935	0	0	3	0.51458
RACK1	3	0.700935	0	0	3	0.51458
RAD1	2	0.46729	1	0.645161	3	0.51458
RAD21L1	1	0.233645	2	1.29032	3	0.51458
RAET1E	3	0.700935	0	0	3	0.51458
RAET1G	2	0.46729	1	0.645161	3	0.51458
RAET1L	3	0.700935	0	0	3	0.51458
RAPSN	3	0.700935	0	0	3	0.51458
RASA4	3	0.700935	0	0	3	0.51458
RASD2	2	0.46729	1	0.645161	3	0.51458
RASL11B	3	0.700935	0	0	3	0.51458
RBBP4	3	0.700935	0	0	3	0.51458
RBBP9	3	0.700935	0	0	3	0.51458
RBIS	3	0.700935	0	0	3	0.51458
RBM18	3	0.700935	0	0	3	0.51458
RBM20	3	0.700935	0	0	3	0.51458
RBMXL1	2	0.46729	1	0.645161	3	0.51458
RBP2	2	0.46729	1	0.645161	3	0.51458
RBP4	3	0.700935	0	0	3	0.51458
RCCD1	2	0.46729	1	0.645161	3	0.51458
RCE1	2	0.46729	1	0.645161	3	0.51458
REEP6	2	0.46729	1	0.645161	3	0.51458
REPIN1	3	0.700935	0	0	3	0.51458
RETN	3	0.700935	0	0	3	0.51458
RFESD	2	0.46729	1	0.645161	3	0.51458
RFLNB	3	0.700935	0	0	3	0.51458
RFXAP	3	0.700935	0	0	3	0.51458
RGN	2	0.46729	1	0.645161	3	0.51458
RGPD2	3	0.700935	0	0	3	0.51458
RGS16	3	0.700935	0	0	3	0.51458
RGS9BP	3	0.700935	0	0	3	0.51458
RGSL1	2	0.46729	1	0.645161	3	0.51458
RHBDD2	3	0.700935	0	0	3	0.51458
RHEB	2	0.46729	1	0.645161	3	0.51458
RHNO1	3	0.700935	0	0	3	0.51458
RHOU	3	0.700935	0	0	3	0.51458
RHOXF1	3	0.700935	0	0	3	0.51458
RILPL2	3	0.700935	0	0	3	0.51458
RIMKLA	3	0.700935	0	0	3	0.51458
RIMS4	1	0.233645	2	1.29032	3	0.51458
RIPPLY2	3	0.700935	0	0	3	0.51458
RIT1	1	0.233645	2	1.29032	3	0.51458
RMDN3	3	0.700935	0	0	3	0.51458
RMND5A	3	0.700935	0	0	3	0.51458
RNASE12	1	0.233645	2	1.29032	3	0.51458
RNF121	3	0.700935	0	0	3	0.51458
RNF141	2	0.46729	1	0.645161	3	0.51458
RNF149	2	0.46729	1	0.645161	3	0.51458
RNF170	3	0.700935	0	0	3	0.51458
RNF24	2	0.46729	1	0.645161	3	0.51458
RNF7	2	0.46729	1	0.645161	3	0.51458
ROPN1	3	0.700935	0	0	3	0.51458
ROPN1L	3	0.700935	0	0	3	0.51458
RPL11	1	0.233645	2	1.29032	3	0.51458
RPL13A	2	0.46729	1	0.645161	3	0.51458
RPL14	3	0.700935	0	0	3	0.51458
RPL19	2	0.46729	1	0.645161	3	0.51458
RPL21	1	0.233645	2	1.29032	3	0.51458
RPL27	2	0.46729	1	0.645161	3	0.51458
RPL31	3	0.700935	0	0	3	0.51458
RPL32	3	0.700935	0	0	3	0.51458
RPL7L1	3	0.700935	0	0	3	0.51458
RPL8	2	0.46729	1	0.645161	3	0.51458
RPL9	2	0.46729	1	0.645161	3	0.51458
RPN2	2	0.46729	1	0.645161	3	0.51458
RPP14	2	0.46729	1	0.645161	3	0.51458
RPP25L	3	0.700935	0	0	3	0.51458
RPS10-NUDT3	2	0.46729	1	0.645161	3	0.51458
RPS11	3	0.700935	0	0	3	0.51458
RPSA	3	0.700935	0	0	3	0.51458
RRAGD	2	0.46729	1	0.645161	3	0.51458
RRAS	3	0.700935	0	0	3	0.51458
RRP36	2	0.46729	1	0.645161	3	0.51458
RRP7A	3	0.700935	0	0	3	0.51458
RTF2	2	0.46729	1	0.645161	3	0.51458
RTL8C	3	0.700935	0	0	3	0.51458
RUNDC1	3	0.700935	0	0	3	0.51458
RWDD3	2	0.46729	1	0.645161	3	0.51458
RYBP	3	0.700935	0	0	3	0.51458
S100A2	3	0.700935	0	0	3	0.51458
S100G	3	0.700935	0	0	3	0.51458
S100Z	2	0.46729	1	0.645161	3	0.51458
SAC3D1	3	0.700935	0	0	3	0.51458
SAMD8	3	0.700935	0	0	3	0.51458
SAP30L	3	0.700935	0	0	3	0.51458
SAPCD2	3	0.700935	0	0	3	0.51458
SAR1A	2	0.46729	1	0.645161	3	0.51458
SARS2	3	0.700935	0	0	3	0.51458
SAT2	2	0.46729	1	0.645161	3	0.51458
SCAMP3	3	0.700935	0	0	3	0.51458
SCARB1	2	0.46729	1	0.645161	3	0.51458
SCGB1D2	0	0	3	1.93548	3	0.51458
SCML1	2	0.46729	1	0.645161	3	0.51458
SCN4B	3	0.700935	0	0	3	0.51458
SCO2	3	0.700935	0	0	3	0.51458
SDHAF3	3	0.700935	0	0	3	0.51458
SEC14L2	3	0.700935	0	0	3	0.51458
SEC61A2	2	0.46729	1	0.645161	3	0.51458
SEC61B	3	0.700935	0	0	3	0.51458
SECTM1	3	0.700935	0	0	3	0.51458
SELENBP1	2	0.46729	1	0.645161	3	0.51458
SELENOV	3	0.700935	0	0	3	0.51458
SEPTIN1	3	0.700935	0	0	3	0.51458
SERINC1	2	0.46729	1	0.645161	3	0.51458
SERPINB5	2	0.46729	1	0.645161	3	0.51458
SERTAD3	3	0.700935	0	0	3	0.51458
SERTM1	2	0.46729	1	0.645161	3	0.51458
SETD9	2	0.46729	1	0.645161	3	0.51458
SFT2D2	3	0.700935	0	0	3	0.51458
SFTPC	3	0.700935	0	0	3	0.51458
SFXN1	2	0.46729	1	0.645161	3	0.51458
SH2D1B	2	0.46729	1	0.645161	3	0.51458
SH3BGRL	2	0.46729	1	0.645161	3	0.51458
SH3BGRL2	3	0.700935	0	0	3	0.51458
SHISA2	3	0.700935	0	0	3	0.51458
SHISA4	3	0.700935	0	0	3	0.51458
SIGMAR1	3	0.700935	0	0	3	0.51458
SIM2	3	0.700935	0	0	3	0.51458
SIRPD	2	0.46729	1	0.645161	3	0.51458
SIRT5	2	0.46729	1	0.645161	3	0.51458
SIRT6	3	0.700935	0	0	3	0.51458
SKA1	1	0.233645	2	1.29032	3	0.51458
SLC10A7	3	0.700935	0	0	3	0.51458
SLC22A18	3	0.700935	0	0	3	0.51458
SLC22A24	1	0.233645	2	1.29032	3	0.51458
SLC25A1	3	0.700935	0	0	3	0.51458
SLC25A15	2	0.46729	1	0.645161	3	0.51458
SLC25A22	3	0.700935	0	0	3	0.51458
SLC25A45	3	0.700935	0	0	3	0.51458
SLC25A47	2	0.46729	1	0.645161	3	0.51458
SLC30A4	1	0.233645	2	1.29032	3	0.51458
SLC35A1	2	0.46729	1	0.645161	3	0.51458
SLC35B4	3	0.700935	0	0	3	0.51458
SLC35E4	3	0.700935	0	0	3	0.51458
SLC38A2	1	0.233645	2	1.29032	3	0.51458
SLC39A3	2	0.46729	1	0.645161	3	0.51458
SLC39A9	3	0.700935	0	0	3	0.51458
SLC66A3	1	0.233645	2	1.29032	3	0.51458
SLC7A6	3	0.700935	0	0	3	0.51458
SLURP1	2	0.46729	1	0.645161	3	0.51458
SMAD6	3	0.700935	0	0	3	0.51458
SMAD7	1	0.233645	2	1.29032	3	0.51458
SMCO3	1	0.233645	2	1.29032	3	0.51458
SMG9	3	0.700935	0	0	3	0.51458
SMPDL3A	2	0.46729	1	0.645161	3	0.51458
SMS	3	0.700935	0	0	3	0.51458
SMTNL2	3	0.700935	0	0	3	0.51458
SNAI2	2	0.46729	1	0.645161	3	0.51458
SNAPIN	2	0.46729	1	0.645161	3	0.51458
SNF8	2	0.46729	1	0.645161	3	0.51458
SNRNP27	3	0.700935	0	0	3	0.51458
SNRNP40	2	0.46729	1	0.645161	3	0.51458
SNTN	2	0.46729	1	0.645161	3	0.51458
SNUPN	1	0.233645	2	1.29032	3	0.51458
SNX12	3	0.700935	0	0	3	0.51458
SNX22	2	0.46729	1	0.645161	3	0.51458
SNX4	3	0.700935	0	0	3	0.51458
SNX5	2	0.46729	1	0.645161	3	0.51458
SOCS2	2	0.46729	1	0.645161	3	0.51458
SOCS4	1	0.233645	2	1.29032	3	0.51458
SORBS3	3	0.700935	0	0	3	0.51458
SOSTDC1	2	0.46729	1	0.645161	3	0.51458
SOX1	3	0.700935	0	0	3	0.51458
SOX4	3	0.700935	0	0	3	0.51458
SOX8	3	0.700935	0	0	3	0.51458
SPA17	3	0.700935	0	0	3	0.51458
SPACA4	3	0.700935	0	0	3	0.51458
SPATA25	3	0.700935	0	0	3	0.51458
SPATA48	2	0.46729	1	0.645161	3	0.51458
SPC25	3	0.700935	0	0	3	0.51458
SPCS3	3	0.700935	0	0	3	0.51458
SPDYC	3	0.700935	0	0	3	0.51458
SPDYE6	2	0.46729	1	0.645161	3	0.51458
SPEF1	2	0.46729	1	0.645161	3	0.51458
SPHK1	3	0.700935	0	0	3	0.51458
SPIC	3	0.700935	0	0	3	0.51458
SPIN2B	3	0.700935	0	0	3	0.51458
SPIN3	2	0.46729	1	0.645161	3	0.51458
SPINK2	2	0.46729	1	0.645161	3	0.51458
SPINK4	2	0.46729	1	0.645161	3	0.51458
SPPL3	3	0.700935	0	0	3	0.51458
SPRING1	3	0.700935	0	0	3	0.51458
SPRR2F	2	0.46729	1	0.645161	3	0.51458
SPRY2	3	0.700935	0	0	3	0.51458
SPRYD3	2	0.46729	1	0.645161	3	0.51458
SPRYD4	1	0.233645	2	1.29032	3	0.51458
SPTSSB	2	0.46729	1	0.645161	3	0.51458
SRI	1	0.233645	2	1.29032	3	0.51458
SRRD	3	0.700935	0	0	3	0.51458
SRRM5	2	0.46729	1	0.645161	3	0.51458
SRSF8	2	0.46729	1	0.645161	3	0.51458
SSBP1	3	0.700935	0	0	3	0.51458
SST	3	0.700935	0	0	3	0.51458
SSU72	3	0.700935	0	0	3	0.51458
ST6GALNAC4	2	0.46729	1	0.645161	3	0.51458
STAR	3	0.700935	0	0	3	0.51458
STARD4	2	0.46729	1	0.645161	3	0.51458
STK17B	3	0.700935	0	0	3	0.51458
STK19	2	0.46729	1	0.645161	3	0.51458
STMN1	2	0.46729	1	0.645161	3	0.51458
STMN2	2	0.46729	1	0.645161	3	0.51458
STMN3	3	0.700935	0	0	3	0.51458
STN1	3	0.700935	0	0	3	0.51458
STX6	3	0.700935	0	0	3	0.51458
SUCLG2	3	0.700935	0	0	3	0.51458
SUDS3	2	0.46729	1	0.645161	3	0.51458
SUFU	3	0.700935	0	0	3	0.51458
SUGT1	2	0.46729	1	0.645161	3	0.51458
SULT1A2	3	0.700935	0	0	3	0.51458
SULT1C4	2	0.46729	1	0.645161	3	0.51458
SULT2A1	2	0.46729	1	0.645161	3	0.51458
SVIP	2	0.46729	1	0.645161	3	0.51458
SWSAP1	2	0.46729	1	0.645161	3	0.51458
SYCP3	3	0.700935	0	0	3	0.51458
SYNPR	2	0.46729	1	0.645161	3	0.51458
SYT13	2	0.46729	1	0.645161	3	0.51458
SYT15	3	0.700935	0	0	3	0.51458
TAC1	3	0.700935	0	0	3	0.51458
TAC4	3	0.700935	0	0	3	0.51458
TACSTD2	3	0.700935	0	0	3	0.51458
TAGLN2	2	0.46729	1	0.645161	3	0.51458
TAGLN3	2	0.46729	1	0.645161	3	0.51458
TALDO1	2	0.46729	1	0.645161	3	0.51458
TAMM41	2	0.46729	1	0.645161	3	0.51458
TATDN1	2	0.46729	1	0.645161	3	0.51458
TBC1D21	3	0.700935	0	0	3	0.51458
TBC1D28	3	0.700935	0	0	3	0.51458
TBC1D3B	2	0.46729	1	0.645161	3	0.51458
TBL1Y	1	0.233645	2	1.29032	3	0.51458
TBPL2	3	0.700935	0	0	3	0.51458
TBRG1	3	0.700935	0	0	3	0.51458
TCAF1	2	0.46729	1	0.645161	3	0.51458
TCEA3	3	0.700935	0	0	3	0.51458
TCEAL5	3	0.700935	0	0	3	0.51458
TCF21	3	0.700935	0	0	3	0.51458
TCL1A	3	0.700935	0	0	3	0.51458
TCTE3	2	0.46729	1	0.645161	3	0.51458
TDGF1	2	0.46729	1	0.645161	3	0.51458
TDP1	3	0.700935	0	0	3	0.51458
TDRD12	3	0.700935	0	0	3	0.51458
TEDC2	3	0.700935	0	0	3	0.51458
TENT5C	3	0.700935	0	0	3	0.51458
TESC	2	0.46729	1	0.645161	3	0.51458
TEX26	3	0.700935	0	0	3	0.51458
TEX43	3	0.700935	0	0	3	0.51458
TFF2	2	0.46729	1	0.645161	3	0.51458
TFPT	1	0.233645	2	1.29032	3	0.51458
TGIF2	3	0.700935	0	0	3	0.51458
THAP11	3	0.700935	0	0	3	0.51458
THOC6	3	0.700935	0	0	3	0.51458
THOC7	3	0.700935	0	0	3	0.51458
THTPA	3	0.700935	0	0	3	0.51458
TIAF1	3	0.700935	0	0	3	0.51458
TIFA	2	0.46729	1	0.645161	3	0.51458
TIFAB	3	0.700935	0	0	3	0.51458
TIMP1	1	0.233645	2	1.29032	3	0.51458
TIMP2	3	0.700935	0	0	3	0.51458
TIPIN	1	0.233645	2	1.29032	3	0.51458
TK2	2	0.46729	1	0.645161	3	0.51458
TLCD1	2	0.46729	1	0.645161	3	0.51458
TLCD4	3	0.700935	0	0	3	0.51458
TM2D1	2	0.46729	1	0.645161	3	0.51458
TM4SF18	2	0.46729	1	0.645161	3	0.51458
TM4SF20	3	0.700935	0	0	3	0.51458
TM7SF2	3	0.700935	0	0	3	0.51458
TMBIM6	3	0.700935	0	0	3	0.51458
TMCO2	2	0.46729	1	0.645161	3	0.51458
TMED1	2	0.46729	1	0.645161	3	0.51458
TMEM101	3	0.700935	0	0	3	0.51458
TMEM11	1	0.233645	2	1.29032	3	0.51458
TMEM129	2	0.46729	1	0.645161	3	0.51458
TMEM138	3	0.700935	0	0	3	0.51458
TMEM141	3	0.700935	0	0	3	0.51458
TMEM143	3	0.700935	0	0	3	0.51458
TMEM150A	3	0.700935	0	0	3	0.51458
TMEM170B	2	0.46729	1	0.645161	3	0.51458
TMEM179B	3	0.700935	0	0	3	0.51458
TMEM184B	3	0.700935	0	0	3	0.51458
TMEM200B	3	0.700935	0	0	3	0.51458
TMEM201	3	0.700935	0	0	3	0.51458
TMEM205	3	0.700935	0	0	3	0.51458
TMEM207	3	0.700935	0	0	3	0.51458
TMEM218	3	0.700935	0	0	3	0.51458
TMEM219	3	0.700935	0	0	3	0.51458
TMEM222	3	0.700935	0	0	3	0.51458
TMEM242	2	0.46729	1	0.645161	3	0.51458
TMEM268	2	0.46729	1	0.645161	3	0.51458
TMEM39B	3	0.700935	0	0	3	0.51458
TMEM45B	1	0.233645	2	1.29032	3	0.51458
TMEM52	2	0.46729	1	0.645161	3	0.51458
TMEM70	2	0.46729	1	0.645161	3	0.51458
TMEM82	2	0.46729	1	0.645161	3	0.51458
TMEM9	2	0.46729	1	0.645161	3	0.51458
TMLHE	1	0.233645	2	1.29032	3	0.51458
TMOD3	2	0.46729	1	0.645161	3	0.51458
TMUB2	3	0.700935	0	0	3	0.51458
TMX1	3	0.700935	0	0	3	0.51458
TMX4	3	0.700935	0	0	3	0.51458
TNFAIP8L3	2	0.46729	1	0.645161	3	0.51458
TNFRSF14	2	0.46729	1	0.645161	3	0.51458
TNFRSF18	3	0.700935	0	0	3	0.51458
TNFRSF1B	2	0.46729	1	0.645161	3	0.51458
TNFRSF25	3	0.700935	0	0	3	0.51458
TNNC2	3	0.700935	0	0	3	0.51458
TNNI2	2	0.46729	1	0.645161	3	0.51458
TNP2	1	0.233645	2	1.29032	3	0.51458
TOB1	1	0.233645	2	1.29032	3	0.51458
TOB2	3	0.700935	0	0	3	0.51458
TOM1	3	0.700935	0	0	3	0.51458
TOMM40L	3	0.700935	0	0	3	0.51458
TP53RK	2	0.46729	1	0.645161	3	0.51458
TPI1	3	0.700935	0	0	3	0.51458
TPM4	1	0.233645	2	1.29032	3	0.51458
TPRA1	3	0.700935	0	0	3	0.51458
TPRG1L	1	0.233645	2	1.29032	3	0.51458
TPRKB	2	0.46729	1	0.645161	3	0.51458
TRA2A	2	0.46729	1	0.645161	3	0.51458
TRADD	3	0.700935	0	0	3	0.51458
TRAF4	3	0.700935	0	0	3	0.51458
TRAPPC2L	1	0.233645	2	1.29032	3	0.51458
TRAPPC3L	2	0.46729	1	0.645161	3	0.51458
TRAPPC5	3	0.700935	0	0	3	0.51458
TRARG1	0	0	3	1.93548	3	0.51458
TRAT1	2	0.46729	1	0.645161	3	0.51458
TRAV22	2	0.46729	1	0.645161	3	0.51458
TRAV6	1	0.233645	2	1.29032	3	0.51458
TREML1	2	0.46729	1	0.645161	3	0.51458
TREML2	3	0.700935	0	0	3	0.51458
TRH	2	0.46729	1	0.645161	3	0.51458
TRIM11	3	0.700935	0	0	3	0.51458
TRIM16L	3	0.700935	0	0	3	0.51458
TRIM5	3	0.700935	0	0	3	0.51458
TRIM61	2	0.46729	1	0.645161	3	0.51458
TRIM8	2	0.46729	1	0.645161	3	0.51458
TRMT2B	2	0.46729	1	0.645161	3	0.51458
TSC22D3	2	0.46729	1	0.645161	3	0.51458
TSEN34	3	0.700935	0	0	3	0.51458
TSHB	1	0.233645	2	1.29032	3	0.51458
TSKU	2	0.46729	1	0.645161	3	0.51458
TSPAN13	2	0.46729	1	0.645161	3	0.51458
TSPAN33	3	0.700935	0	0	3	0.51458
TSSC4	3	0.700935	0	0	3	0.51458
TST	3	0.700935	0	0	3	0.51458
TTC19	1	0.233645	2	1.29032	3	0.51458
TTC34	2	0.46729	1	0.645161	3	0.51458
TUBA8	2	0.46729	1	0.645161	3	0.51458
TVP23B	3	0.700935	0	0	3	0.51458
TWF2	3	0.700935	0	0	3	0.51458
TXNDC15	2	0.46729	1	0.645161	3	0.51458
TXNDC17	3	0.700935	0	0	3	0.51458
TXNL4A	3	0.700935	0	0	3	0.51458
UAP1	2	0.46729	1	0.645161	3	0.51458
UBA52	3	0.700935	0	0	3	0.51458
UBAP1	3	0.700935	0	0	3	0.51458
UBC	3	0.700935	0	0	3	0.51458
UBE2B	3	0.700935	0	0	3	0.51458
UBE2C	2	0.46729	1	0.645161	3	0.51458
UBE2E1	3	0.700935	0	0	3	0.51458
UBE2G1	3	0.700935	0	0	3	0.51458
UBE2G2	3	0.700935	0	0	3	0.51458
UBE2T	3	0.700935	0	0	3	0.51458
UBE2W	2	0.46729	1	0.645161	3	0.51458
UBOX5	2	0.46729	1	0.645161	3	0.51458
UBTD1	2	0.46729	1	0.645161	3	0.51458
UBTD2	3	0.700935	0	0	3	0.51458
UBXN1	2	0.46729	1	0.645161	3	0.51458
UBXN10	3	0.700935	0	0	3	0.51458
UBXN2A	3	0.700935	0	0	3	0.51458
UCHL1	1	0.233645	2	1.29032	3	0.51458
UCK2	3	0.700935	0	0	3	0.51458
UCN2	3	0.700935	0	0	3	0.51458
UCP3	3	0.700935	0	0	3	0.51458
UFC1	3	0.700935	0	0	3	0.51458
UFD1	2	0.46729	1	0.645161	3	0.51458
UMPS	1	0.233645	2	1.29032	3	0.51458
UQCC2	2	0.46729	1	0.645161	3	0.51458
USP14	3	0.700935	0	0	3	0.51458
UTS2B	3	0.700935	0	0	3	0.51458
VAMP4	2	0.46729	1	0.645161	3	0.51458
VAMP8	2	0.46729	1	0.645161	3	0.51458
VAPB	2	0.46729	1	0.645161	3	0.51458
VCX3A	2	0.46729	1	0.645161	3	0.51458
VCX3B	3	0.700935	0	0	3	0.51458
VDAC3	3	0.700935	0	0	3	0.51458
VN1R4	2	0.46729	1	0.645161	3	0.51458
VPS26B	3	0.700935	0	0	3	0.51458
VPS37A	3	0.700935	0	0	3	0.51458
VTA1	3	0.700935	0	0	3	0.51458
WASHC3	1	0.233645	2	1.29032	3	0.51458
WDFY1	2	0.46729	1	0.645161	3	0.51458
WDR18	3	0.700935	0	0	3	0.51458
WDR38	3	0.700935	0	0	3	0.51458
WDR46	2	0.46729	1	0.645161	3	0.51458
WDR54	2	0.46729	1	0.645161	3	0.51458
WDR73	2	0.46729	1	0.645161	3	0.51458
WFDC3	2	0.46729	1	0.645161	3	0.51458
