Gene	COAD_cases	COAD_percent	READ_cases	READ_percent	Total_cases	Overall_percent
DEFB124	3	0.700935	0	0	3	0.51458
DEFB129	1	0.233645	2	1.29032	3	0.51458
DEFB135	2	0.46729	1	0.645161	3	0.51458
DESI2	1	0.233645	2	1.29032	3	0.51458
DGUOK	3	0.700935	0	0	3	0.51458
DHFR	2	0.46729	1	0.645161	3	0.51458
DHPS	3	0.700935	0	0	3	0.51458
DIMT1	3	0.700935	0	0	3	0.51458
DLX3	3	0.700935	0	0	3	0.51458
DMAC2	3	0.700935	0	0	3	0.51458
DMAC2L	3	0.700935	0	0	3	0.51458
DMRT1	2	0.46729	1	0.645161	3	0.51458
DMRTA2	3	0.700935	0	0	3	0.51458
DNAAF5	2	0.46729	1	0.645161	3	0.51458
DNAAF6	3	0.700935	0	0	3	0.51458
DNAJC17	3	0.700935	0	0	3	0.51458
DNAJC4	3	0.700935	0	0	3	0.51458
DOHH	2	0.46729	1	0.645161	3	0.51458
DPH6	3	0.700935	0	0	3	0.51458
DPP7	3	0.700935	0	0	3	0.51458
DUOXA1	3	0.700935	0	0	3	0.51458
DUSP26	1	0.233645	2	1.29032	3	0.51458
DUSP7	3	0.700935	0	0	3	0.51458
DUT	2	0.46729	1	0.645161	3	0.51458
EBI3	2	0.46729	1	0.645161	3	0.51458
EDC3	2	0.46729	1	0.645161	3	0.51458
EEF1AKMT4	3	0.700935	0	0	3	0.51458
EEF1E1	3	0.700935	0	0	3	0.51458
EFCAB11	2	0.46729	1	0.645161	3	0.51458
EFNA1	3	0.700935	0	0	3	0.51458
EGR4	3	0.700935	0	0	3	0.51458
EID2	2	0.46729	1	0.645161	3	0.51458
EIF1	2	0.46729	1	0.645161	3	0.51458
EIF1B	2	0.46729	1	0.645161	3	0.51458
EIF2B2	2	0.46729	1	0.645161	3	0.51458
EIF3G	3	0.700935	0	0	3	0.51458
EIF3K	2	0.46729	1	0.645161	3	0.51458
EIF4A3	3	0.700935	0	0	3	0.51458
EIF4E	2	0.46729	1	0.645161	3	0.51458
EIF4E1B	3	0.700935	0	0	3	0.51458
EIF4E3	3	0.700935	0	0	3	0.51458
ELMOD2	3	0.700935	0	0	3	0.51458
ELOB	3	0.700935	0	0	3	0.51458
ELOVL7	3	0.700935	0	0	3	0.51458
EMC4	2	0.46729	1	0.645161	3	0.51458
EMC8	2	0.46729	1	0.645161	3	0.51458
EMC9	2	0.46729	1	0.645161	3	0.51458
EME2	2	0.46729	1	0.645161	3	0.51458
EMP3	3	0.700935	0	0	3	0.51458
ENHO	3	0.700935	0	0	3	0.51458
ENO2	2	0.46729	1	0.645161	3	0.51458
ENO4	2	0.46729	1	0.645161	3	0.51458
ENY2	3	0.700935	0	0	3	0.51458
EOLA1	3	0.700935	0	0	3	0.51458
EPHX3	2	0.46729	1	0.645161	3	0.51458
ERAS	3	0.700935	0	0	3	0.51458
EREG	2	0.46729	1	0.645161	3	0.51458
ESPN	3	0.700935	0	0	3	0.51458
ETFRF1	3	0.700935	0	0	3	0.51458
EXOSC7	2	0.46729	1	0.645161	3	0.51458
F2RL3	3	0.700935	0	0	3	0.51458
FAAH	3	0.700935	0	0	3	0.51458
FABP1	2	0.46729	1	0.645161	3	0.51458
FABP5	2	0.46729	1	0.645161	3	0.51458
FAM102B	2	0.46729	1	0.645161	3	0.51458
FAM104B	1	0.233645	2	1.29032	3	0.51458
FAM110A	3	0.700935	0	0	3	0.51458
FAM131B	2	0.46729	1	0.645161	3	0.51458
FAM136A	3	0.700935	0	0	3	0.51458
FAM180A	2	0.46729	1	0.645161	3	0.51458
FAM183A	2	0.46729	1	0.645161	3	0.51458
FAM193B	3	0.700935	0	0	3	0.51458
FAM221B	1	0.233645	2	1.29032	3	0.51458
FAM222A	3	0.700935	0	0	3	0.51458
FAM24A	3	0.700935	0	0	3	0.51458
FAM3B	3	0.700935	0	0	3	0.51458
FAM43A	3	0.700935	0	0	3	0.51458
FAM72A	3	0.700935	0	0	3	0.51458
FAM76A	2	0.46729	1	0.645161	3	0.51458
FAM76B	3	0.700935	0	0	3	0.51458
FAM86B1	3	0.700935	0	0	3	0.51458
FAM89B	2	0.46729	1	0.645161	3	0.51458
FAM98B	1	0.233645	2	1.29032	3	0.51458
FANCD2OS	3	0.700935	0	0	3	0.51458
FBP1	3	0.700935	0	0	3	0.51458
FBXL15	3	0.700935	0	0	3	0.51458
FBXO2	3	0.700935	0	0	3	0.51458
FBXO39	3	0.700935	0	0	3	0.51458
FBXO45	2	0.46729	1	0.645161	3	0.51458
FBXO46	3	0.700935	0	0	3	0.51458
FBXW9	3	0.700935	0	0	3	0.51458
FCGR2A	2	0.46729	1	0.645161	3	0.51458
FCGR2B	3	0.700935	0	0	3	0.51458
FCGR3B	2	0.46729	1	0.645161	3	0.51458
FDXACB1	2	0.46729	1	0.645161	3	0.51458
FEM1C	3	0.700935	0	0	3	0.51458
FGF19	2	0.46729	1	0.645161	3	0.51458
FGL2	3	0.700935	0	0	3	0.51458
FGR	3	0.700935	0	0	3	0.51458
FICD	3	0.700935	0	0	3	0.51458
FITM1	2	0.46729	1	0.645161	3	0.51458
FJX1	3	0.700935	0	0	3	0.51458
FKBP1A	2	0.46729	1	0.645161	3	0.51458
FKBP7	1	0.233645	2	1.29032	3	0.51458
FN3KRP	3	0.700935	0	0	3	0.51458
FOLR2	2	0.46729	1	0.645161	3	0.51458
FOXA3	3	0.700935	0	0	3	0.51458
FOXC1	3	0.700935	0	0	3	0.51458
FOXD4L3	3	0.700935	0	0	3	0.51458
FOXE3	3	0.700935	0	0	3	0.51458
FOXI2	3	0.700935	0	0	3	0.51458
FOXI3	2	0.46729	1	0.645161	3	0.51458
FOXJ1	2	0.46729	1	0.645161	3	0.51458
FOXL2NB	2	0.46729	1	0.645161	3	0.51458
FRMD8	3	0.700935	0	0	3	0.51458
FTL	2	0.46729	1	0.645161	3	0.51458
FUOM	3	0.700935	0	0	3	0.51458
FXN	3	0.700935	0	0	3	0.51458
GABARAPL1	3	0.700935	0	0	3	0.51458
GABARAPL2	2	0.46729	1	0.645161	3	0.51458
GAGE10	2	0.46729	1	0.645161	3	0.51458
GALK1	3	0.700935	0	0	3	0.51458
GALP	2	0.46729	1	0.645161	3	0.51458
GEMIN2	1	0.233645	2	1.29032	3	0.51458
GEMIN7	3	0.700935	0	0	3	0.51458
GFI1B	2	0.46729	1	0.645161	3	0.51458
GFRA3	1	0.233645	2	1.29032	3	0.51458
GGT6	3	0.700935	0	0	3	0.51458
GGTLC1	3	0.700935	0	0	3	0.51458
GINS2	2	0.46729	1	0.645161	3	0.51458
GJC2	3	0.700935	0	0	3	0.51458
GKAP1	1	0.233645	2	1.29032	3	0.51458
GLIPR1L2	3	0.700935	0	0	3	0.51458
GLO1	2	0.46729	1	0.645161	3	0.51458
GLOD4	1	0.233645	2	1.29032	3	0.51458
GLRX	1	0.233645	2	1.29032	3	0.51458
GM2A	2	0.46729	1	0.645161	3	0.51458
GMFB	1	0.233645	2	1.29032	3	0.51458
GNA13	3	0.700935	0	0	3	0.51458
GNG4	2	0.46729	1	0.645161	3	0.51458
GNG7	3	0.700935	0	0	3	0.51458
GNGT1	1	0.233645	2	1.29032	3	0.51458
GNLY	2	0.46729	1	0.645161	3	0.51458
GNPDA1	3	0.700935	0	0	3	0.51458
GNPDA2	3	0.700935	0	0	3	0.51458
GNPNAT1	3	0.700935	0	0	3	0.51458
GOLGA6B	2	0.46729	1	0.645161	3	0.51458
GOLGA6L22	2	0.46729	1	0.645161	3	0.51458
GOLGA6L9	2	0.46729	1	0.645161	3	0.51458
GPALPP1	2	0.46729	1	0.645161	3	0.51458
GPD1	3	0.700935	0	0	3	0.51458
GPHB5	3	0.700935	0	0	3	0.51458
GPR135	3	0.700935	0	0	3	0.51458
GPR27	3	0.700935	0	0	3	0.51458
GPR35	3	0.700935	0	0	3	0.51458
GPR89A	2	0.46729	1	0.645161	3	0.51458
GPRC5D	3	0.700935	0	0	3	0.51458
GPX4	3	0.700935	0	0	3	0.51458
GPX7	2	0.46729	1	0.645161	3	0.51458
GPX8	2	0.46729	1	0.645161	3	0.51458
GRB2	2	0.46729	1	0.645161	3	0.51458
GRHPR	2	0.46729	1	0.645161	3	0.51458
GRP	3	0.700935	0	0	3	0.51458
GRPEL1	3	0.700935	0	0	3	0.51458
GSDMB	2	0.46729	1	0.645161	3	0.51458
GSTA2	2	0.46729	1	0.645161	3	0.51458
GSTT2B	3	0.700935	0	0	3	0.51458
GTF2E2	2	0.46729	1	0.645161	3	0.51458
GTSF1L	3	0.700935	0	0	3	0.51458
GYG1	2	0.46729	1	0.645161	3	0.51458
GZMM	2	0.46729	1	0.645161	3	0.51458
H1-6	3	0.700935	0	0	3	0.51458
H1-8	2	0.46729	1	0.645161	3	0.51458
H2AC13	3	0.700935	0	0	3	0.51458
H2AC21	2	0.46729	1	0.645161	3	0.51458
H2AC4	3	0.700935	0	0	3	0.51458
H2AX	3	0.700935	0	0	3	0.51458
H2BC12	3	0.700935	0	0	3	0.51458
H2BC7	3	0.700935	0	0	3	0.51458
H3C13	3	0.700935	0	0	3	0.51458
H4C11	3	0.700935	0	0	3	0.51458
H4C5	3	0.700935	0	0	3	0.51458
H4C6	3	0.700935	0	0	3	0.51458
HAAO	3	0.700935	0	0	3	0.51458
HAND2	2	0.46729	1	0.645161	3	0.51458
HAPLN2	3	0.700935	0	0	3	0.51458
HARBI1	3	0.700935	0	0	3	0.51458
HAUS7	2	0.46729	1	0.645161	3	0.51458
HCRTR1	3	0.700935	0	0	3	0.51458
HDHD2	3	0.700935	0	0	3	0.51458
HEBP1	1	0.233645	2	1.29032	3	0.51458
HEBP2	2	0.46729	1	0.645161	3	0.51458
HEMK1	3	0.700935	0	0	3	0.51458
HES1	3	0.700935	0	0	3	0.51458
HEXA	3	0.700935	0	0	3	0.51458
HEXIM1	3	0.700935	0	0	3	0.51458
HHIPL1	3	0.700935	0	0	3	0.51458
HIGD1B	3	0.700935	0	0	3	0.51458
HINT2	3	0.700935	0	0	3	0.51458
HMG20B	3	0.700935	0	0	3	0.51458
HMGB4	2	0.46729	1	0.645161	3	0.51458
HMGXB3	3	0.700935	0	0	3	0.51458
HMSD	3	0.700935	0	0	3	0.51458
HOATZ	3	0.700935	0	0	3	0.51458
HOXA2	2	0.46729	1	0.645161	3	0.51458
HOXA5	1	0.233645	2	1.29032	3	0.51458
HOXC5	3	0.700935	0	0	3	0.51458
HPDL	3	0.700935	0	0	3	0.51458
HPF1	2	0.46729	1	0.645161	3	0.51458
HSD11B2	3	0.700935	0	0	3	0.51458
HSD17B1	3	0.700935	0	0	3	0.51458
HSD17B11	2	0.46729	1	0.645161	3	0.51458
HSD17B12	3	0.700935	0	0	3	0.51458
HSD3B2	2	0.46729	1	0.645161	3	0.51458
HSDL1	3	0.700935	0	0	3	0.51458
HSDL2	2	0.46729	1	0.645161	3	0.51458
HSF4	2	0.46729	1	0.645161	3	0.51458
HSPA1B	3	0.700935	0	0	3	0.51458
HSPB11	3	0.700935	0	0	3	0.51458
HSPB2	2	0.46729	1	0.645161	3	0.51458
HSPB3	2	0.46729	1	0.645161	3	0.51458
HTR1D	3	0.700935	0	0	3	0.51458
HTR3D	2	0.46729	1	0.645161	3	0.51458
HUS1	3	0.700935	0	0	3	0.51458
HUS1B	3	0.700935	0	0	3	0.51458
HYAL3	3	0.700935	0	0	3	0.51458
ICAM3	2	0.46729	1	0.645161	3	0.51458
ICMT	2	0.46729	1	0.645161	3	0.51458
IDUA	3	0.700935	0	0	3	0.51458
IER5	2	0.46729	1	0.645161	3	0.51458
IFI30	3	0.700935	0	0	3	0.51458
IFITM1	3	0.700935	0	0	3	0.51458
IFITM5	3	0.700935	0	0	3	0.51458
IFNA21	2	0.46729	1	0.645161	3	0.51458
IFNA6	2	0.46729	1	0.645161	3	0.51458
IFNA7	3	0.700935	0	0	3	0.51458
IFNE	1	0.233645	2	1.29032	3	0.51458
IFNL1	2	0.46729	1	0.645161	3	0.51458
IFT22	3	0.700935	0	0	3	0.51458
IFT52	3	0.700935	0	0	3	0.51458
IGFBP7	3	0.700935	0	0	3	0.51458
IGHV2-5	3	0.700935	0	0	3	0.51458
IGHV3-15	3	0.700935	0	0	3	0.51458
IGHV3-35	2	0.46729	1	0.645161	3	0.51458
IGHV3-38	3	0.700935	0	0	3	0.51458
IGHV3-43	1	0.233645	2	1.29032	3	0.51458
IGHV3-48	0	0	3	1.93548	3	0.51458
IGHV3-49	2	0.46729	1	0.645161	3	0.51458
IGHV3-53	3	0.700935	0	0	3	0.51458
IGHV3-72	2	0.46729	1	0.645161	3	0.51458
IGHV4-39	0	0	3	1.93548	3	0.51458
IGHV4-59	1	0.233645	2	1.29032	3	0.51458
IGKV1-27	2	0.46729	1	0.645161	3	0.51458
IGKV1-8	1	0.233645	2	1.29032	3	0.51458
IGKV1D-33	2	0.46729	1	0.645161	3	0.51458
IGKV1D-43	3	0.700935	0	0	3	0.51458
IGKV2D-24	2	0.46729	1	0.645161	3	0.51458
IGKV2D-28	3	0.700935	0	0	3	0.51458
IGKV3D-11	3	0.700935	0	0	3	0.51458
IGKV4-1	2	0.46729	1	0.645161	3	0.51458
IGLV1-44	1	0.233645	2	1.29032	3	0.51458
IGLV2-14	2	0.46729	1	0.645161	3	0.51458
IGLV2-18	3	0.700935	0	0	3	0.51458
IGLV2-33	2	0.46729	1	0.645161	3	0.51458
IGLV2-8	2	0.46729	1	0.645161	3	0.51458
IGLV3-19	2	0.46729	1	0.645161	3	0.51458
IGLV3-21	1	0.233645	2	1.29032	3	0.51458
IGLV3-25	2	0.46729	1	0.645161	3	0.51458
IGLV5-45	3	0.700935	0	0	3	0.51458
IGLV7-46	2	0.46729	1	0.645161	3	0.51458
IKBKG	1	0.233645	2	1.29032	3	0.51458
IL17A	2	0.46729	1	0.645161	3	0.51458
IL17F	3	0.700935	0	0	3	0.51458
IL19	1	0.233645	2	1.29032	3	0.51458
IL1A	3	0.700935	0	0	3	0.51458
IL20RB	3	0.700935	0	0	3	0.51458
IL22	3	0.700935	0	0	3	0.51458
IL22RA1	3	0.700935	0	0	3	0.51458
IL27	2	0.46729	1	0.645161	3	0.51458
IL2RA	3	0.700935	0	0	3	0.51458
IL3	2	0.46729	1	0.645161	3	0.51458
IL33	1	0.233645	2	1.29032	3	0.51458
IMP3	2	0.46729	1	0.645161	3	0.51458
INKA1	3	0.700935	0	0	3	0.51458
INO80B	2	0.46729	1	0.645161	3	0.51458
INO80C	2	0.46729	1	0.645161	3	0.51458
INSIG1	3	0.700935	0	0	3	0.51458
INSL3	3	0.700935	0	0	3	0.51458
INTS12	3	0.700935	0	0	3	0.51458
IQCF2	2	0.46729	1	0.645161	3	0.51458
IRAK1BP1	3	0.700935	0	0	3	0.51458
IRF9	3	0.700935	0	0	3	0.51458
ISCA1	3	0.700935	0	0	3	0.51458
ISG15	2	0.46729	1	0.645161	3	0.51458
ISG20	2	0.46729	1	0.645161	3	0.51458
ITLN1	3	0.700935	0	0	3	0.51458
ITM2B	2	0.46729	1	0.645161	3	0.51458
IVD	3	0.700935	0	0	3	0.51458
IZUMO1R	3	0.700935	0	0	3	0.51458
IZUMO3	2	0.46729	1	0.645161	3	0.51458
JMJD4	1	0.233645	2	1.29032	3	0.51458
JOSD1	3	0.700935	0	0	3	0.51458
KCNE1	3	0.700935	0	0	3	0.51458
KCNIP3	3	0.700935	0	0	3	0.51458
KIAA1191	2	0.46729	1	0.645161	3	0.51458
KIR2DL4	2	0.46729	1	0.645161	3	0.51458
KITLG	3	0.700935	0	0	3	0.51458
KLF2	3	0.700935	0	0	3	0.51458
KLHDC1	2	0.46729	1	0.645161	3	0.51458
KLHL21	3	0.700935	0	0	3	0.51458
KLK5	3	0.700935	0	0	3	0.51458
KLRC1	2	0.46729	1	0.645161	3	0.51458
KPNA7	3	0.700935	0	0	3	0.51458
KRCC1	1	0.233645	2	1.29032	3	0.51458
KREMEN2	3	0.700935	0	0	3	0.51458
KRT86	3	0.700935	0	0	3	0.51458
KRTAP10-1	1	0.233645	2	1.29032	3	0.51458
KRTAP10-10	3	0.700935	0	0	3	0.51458
KRTAP10-2	3	0.700935	0	0	3	0.51458
KRTAP10-5	3	0.700935	0	0	3	0.51458
KRTAP12-3	3	0.700935	0	0	3	0.51458
KRTAP13-3	1	0.233645	2	1.29032	3	0.51458
KRTAP13-4	2	0.46729	1	0.645161	3	0.51458
KRTAP19-1	3	0.700935	0	0	3	0.51458
KRTAP20-2	1	0.233645	2	1.29032	3	0.51458
KRTAP25-1	2	0.46729	1	0.645161	3	0.51458
KRTAP26-1	3	0.700935	0	0	3	0.51458
KRTAP3-1	3	0.700935	0	0	3	0.51458
KRTAP4-1	3	0.700935	0	0	3	0.51458
KRTAP4-12	3	0.700935	0	0	3	0.51458
KRTAP4-2	3	0.700935	0	0	3	0.51458
KRTAP5-1	3	0.700935	0	0	3	0.51458
KRTAP5-3	2	0.46729	1	0.645161	3	0.51458
KRTAP5-6	2	0.46729	1	0.645161	3	0.51458
KRTAP5-7	2	0.46729	1	0.645161	3	0.51458
KRTAP8-1	1	0.233645	2	1.29032	3	0.51458
KRTAP9-2	2	0.46729	1	0.645161	3	0.51458
KXD1	3	0.700935	0	0	3	0.51458
KY	3	0.700935	0	0	3	0.51458
LAIR2	3	0.700935	0	0	3	0.51458
LAMTOR1	3	0.700935	0	0	3	0.51458
LAMTOR2	2	0.46729	1	0.645161	3	0.51458
LANCL3	3	0.700935	0	0	3	0.51458
LAPTM4A	3	0.700935	0	0	3	0.51458
LAT	1	0.233645	2	1.29032	3	0.51458
LCE1D	2	0.46729	1	0.645161	3	0.51458
LCE1F	2	0.46729	1	0.645161	3	0.51458
LCE2C	3	0.700935	0	0	3	0.51458
LCE2D	3	0.700935	0	0	3	0.51458
LCN9	3	0.700935	0	0	3	0.51458
LDHA	2	0.46729	1	0.645161	3	0.51458
LDHD	3	0.700935	0	0	3	0.51458
LEFTY1	3	0.700935	0	0	3	0.51458
LELP1	3	0.700935	0	0	3	0.51458
LEPROT	2	0.46729	1	0.645161	3	0.51458
LGALS2	2	0.46729	1	0.645161	3	0.51458
LGALS3	3	0.700935	0	0	3	0.51458
LGALS9C	2	0.46729	1	0.645161	3	0.51458
LHB	3	0.700935	0	0	3	0.51458
LHX3	3	0.700935	0	0	3	0.51458
LHX4	1	0.233645	2	1.29032	3	0.51458
LILRA6	2	0.46729	1	0.645161	3	0.51458
LIM2	3	0.700935	0	0	3	0.51458
LIN28B	1	0.233645	2	1.29032	3	0.51458
LIN7C	1	0.233645	2	1.29032	3	0.51458
LIPM	2	0.46729	1	0.645161	3	0.51458
LIPN	3	0.700935	0	0	3	0.51458
LIX1L	1	0.233645	2	1.29032	3	0.51458
LLCFC1	3	0.700935	0	0	3	0.51458
LMNTD2	3	0.700935	0	0	3	0.51458
LMO3	3	0.700935	0	0	3	0.51458
LPCAT3	2	0.46729	1	0.645161	3	0.51458
LRMDA	2	0.46729	1	0.645161	3	0.51458
LRP11	3	0.700935	0	0	3	0.51458
LRRC29	2	0.46729	1	0.645161	3	0.51458
LRRC34	3	0.700935	0	0	3	0.51458
LRRC46	2	0.46729	1	0.645161	3	0.51458
LRRC63	2	0.46729	1	0.645161	3	0.51458
LRRC74B	2	0.46729	1	0.645161	3	0.51458
LRSAM1	3	0.700935	0	0	3	0.51458
LSM11	2	0.46729	1	0.645161	3	0.51458
LSM3	2	0.46729	1	0.645161	3	0.51458
LSMEM1	3	0.700935	0	0	3	0.51458
LSMEM2	3	0.700935	0	0	3	0.51458
LTA4H	3	0.700935	0	0	3	0.51458
LTB4R	1	0.233645	2	1.29032	3	0.51458
LTB4R2	3	0.700935	0	0	3	0.51458
LUC7L	3	0.700935	0	0	3	0.51458
LY6D	2	0.46729	1	0.645161	3	0.51458
LY6G6C	3	0.700935	0	0	3	0.51458
LY75-CD302	2	0.46729	1	0.645161	3	0.51458
LY86	3	0.700935	0	0	3	0.51458
LYG2	3	0.700935	0	0	3	0.51458
LYNX1	3	0.700935	0	0	3	0.51458
LYPD2	3	0.700935	0	0	3	0.51458
LYRM2	2	0.46729	1	0.645161	3	0.51458
LYSMD4	3	0.700935	0	0	3	0.51458
LZIC	2	0.46729	1	0.645161	3	0.51458
M6PR	2	0.46729	1	0.645161	3	0.51458
MAB21L4	3	0.700935	0	0	3	0.51458
MAD2L2	3	0.700935	0	0	3	0.51458
MAFK	3	0.700935	0	0	3	0.51458
MAGEA4	3	0.700935	0	0	3	0.51458
MAGEA8	1	0.233645	2	1.29032	3	0.51458
MAGEB5	3	0.700935	0	0	3	0.51458
MAGOHB	2	0.46729	1	0.645161	3	0.51458
MAPK11	2	0.46729	1	0.645161	3	0.51458
MAPK12	2	0.46729	1	0.645161	3	0.51458
MAPK13	3	0.700935	0	0	3	0.51458
MAPK1IP1L	2	0.46729	1	0.645161	3	0.51458
MAPKAPK3	3	0.700935	0	0	3	0.51458
MAPRE1	3	0.700935	0	0	3	0.51458
MARCHF2	3	0.700935	0	0	3	0.51458
MARCHF9	2	0.46729	1	0.645161	3	0.51458
MBLAC2	3	0.700935	0	0	3	0.51458
MBTPS2	2	0.46729	1	0.645161	3	0.51458
MCU	2	0.46729	1	0.645161	3	0.51458
MEAF6	3	0.700935	0	0	3	0.51458
MED27	2	0.46729	1	0.645161	3	0.51458
MED28	2	0.46729	1	0.645161	3	0.51458
METAP1	3	0.700935	0	0	3	0.51458
METTL17	3	0.700935	0	0	3	0.51458
METTL23	2	0.46729	1	0.645161	3	0.51458
METTL4	3	0.700935	0	0	3	0.51458
MFAP1	2	0.46729	1	0.645161	3	0.51458
MIEF1	2	0.46729	1	0.645161	3	0.51458
MIS18A	3	0.700935	0	0	3	0.51458
MITD1	3	0.700935	0	0	3	0.51458
MKRN2	2	0.46729	1	0.645161	3	0.51458
MLKL	2	0.46729	1	0.645161	3	0.51458
MLST8	2	0.46729	1	0.645161	3	0.51458
MMAB	2	0.46729	1	0.645161	3	0.51458
MMGT1	3	0.700935	0	0	3	0.51458
MOB3B	3	0.700935	0	0	3	0.51458
MOSPD3	2	0.46729	1	0.645161	3	0.51458
MPLKIP	2	0.46729	1	0.645161	3	0.51458
MPND	3	0.700935	0	0	3	0.51458
MPV17L	2	0.46729	1	0.645161	3	0.51458
MPZL3	2	0.46729	1	0.645161	3	0.51458
MRGPRF	3	0.700935	0	0	3	0.51458
MRM2	1	0.233645	2	1.29032	3	0.51458
MRPL18	3	0.700935	0	0	3	0.51458
MRPL35	1	0.233645	2	1.29032	3	0.51458
MRPL37	2	0.46729	1	0.645161	3	0.51458
MRPL48	3	0.700935	0	0	3	0.51458
MRPL50	3	0.700935	0	0	3	0.51458
MRPL53	2	0.46729	1	0.645161	3	0.51458
MRPS12	3	0.700935	0	0	3	0.51458
MRPS14	2	0.46729	1	0.645161	3	0.51458
MRPS25	2	0.46729	1	0.645161	3	0.51458
MS4A12	3	0.700935	0	0	3	0.51458
MS4A4A	2	0.46729	1	0.645161	3	0.51458
MS4A6E	1	0.233645	2	1.29032	3	0.51458
MSANTD2	3	0.700935	0	0	3	0.51458
MSANTD3	3	0.700935	0	0	3	0.51458
MSGN1	2	0.46729	1	0.645161	3	0.51458
MSL1	3	0.700935	0	0	3	0.51458
MTX2	3	0.700935	0	0	3	0.51458
MUC7	3	0.700935	0	0	3	0.51458
MUCL3	2	0.46729	1	0.645161	3	0.51458
MVB12B	1	0.233645	2	1.29032	3	0.51458
MXD4	2	0.46729	1	0.645161	3	0.51458
MYBPHL	3	0.700935	0	0	3	0.51458
MYCBP	1	0.233645	2	1.29032	3	0.51458
MYD88	2	0.46729	1	0.645161	3	0.51458
MYL10	2	0.46729	1	0.645161	3	0.51458
MYL6B	2	0.46729	1	0.645161	3	0.51458
MYL9	2	0.46729	1	0.645161	3	0.51458
MYLPF	2	0.46729	1	0.645161	3	0.51458
N4BP3	2	0.46729	1	0.645161	3	0.51458
N6AMT1	3	0.700935	0	0	3	0.51458
NAA30	1	0.233645	2	1.29032	3	0.51458
NACA2	3	0.700935	0	0	3	0.51458
NANS	1	0.233645	2	1.29032	3	0.51458
NAXE	2	0.46729	1	0.645161	3	0.51458
NBPF26	2	0.46729	1	0.645161	3	0.51458
NCALD	2	0.46729	1	0.645161	3	0.51458
NCBP3	3	0.700935	0	0	3	0.51458
NCCRP1	3	0.700935	0	0	3	0.51458
NCR1	1	0.233645	2	1.29032	3	0.51458
NDRG2	1	0.233645	2	1.29032	3	0.51458
NDUFA4	2	0.46729	1	0.645161	3	0.51458
NDUFAB1	2	0.46729	1	0.645161	3	0.51458
NDUFAF2	3	0.700935	0	0	3	0.51458
NDUFB11	3	0.700935	0	0	3	0.51458
NDUFB3	3	0.700935	0	0	3	0.51458
NDUFS4	1	0.233645	2	1.29032	3	0.51458
NDUFS5	2	0.46729	1	0.645161	3	0.51458
NDUFV2	3	0.700935	0	0	3	0.51458
NEGR1	3	0.700935	0	0	3	0.51458
NENF	2	0.46729	1	0.645161	3	0.51458
NEURL2	3	0.700935	0	0	3	0.51458
NEUROG2	3	0.700935	0	0	3	0.51458
NFKBIA	3	0.700935	0	0	3	0.51458
NFKBIL1	2	0.46729	1	0.645161	3	0.51458
NIF3L1	2	0.46729	1	0.645161	3	0.51458
NIPAL2	2	0.46729	1	0.645161	3	0.51458
NIPSNAP3A	2	0.46729	1	0.645161	3	0.51458
NIPSNAP3B	2	0.46729	1	0.645161	3	0.51458
NKIRAS2	3	0.700935	0	0	3	0.51458
NKX3-2	2	0.46729	1	0.645161	3	0.51458
NMRK1	3	0.700935	0	0	3	0.51458
NMS	3	0.700935	0	0	3	0.51458
NMU	3	0.700935	0	0	3	0.51458
NPM2	3	0.700935	0	0	3	0.51458
NQO1	3	0.700935	0	0	3	0.51458
NQO2	2	0.46729	1	0.645161	3	0.51458
NRARP	3	0.700935	0	0	3	0.51458
NREP	3	0.700935	0	0	3	0.51458
NRG4	3	0.700935	0	0	3	0.51458
NRL	3	0.700935	0	0	3	0.51458
NRM	3	0.700935	0	0	3	0.51458
NSA2	3	0.700935	0	0	3	0.51458
NSG1	3	0.700935	0	0	3	0.51458
NSMCE3	2	0.46729	1	0.645161	3	0.51458
NSMCE4A	3	0.700935	0	0	3	0.51458
NSUN7	2	0.46729	1	0.645161	3	0.51458
NT5DC2	3	0.700935	0	0	3	0.51458
NT5M	3	0.700935	0	0	3	0.51458
NTPCR	3	0.700935	0	0	3	0.51458
NUBP2	2	0.46729	1	0.645161	3	0.51458
NUCB1	2	0.46729	1	0.645161	3	0.51458
NUCKS1	2	0.46729	1	0.645161	3	0.51458
NUDT19	3	0.700935	0	0	3	0.51458
NUDT3	3	0.700935	0	0	3	0.51458
NUSAP1	2	0.46729	1	0.645161	3	0.51458
NUTM2G	2	0.46729	1	0.645161	3	0.51458
NXNL1	2	0.46729	1	0.645161	3	0.51458
OASL	2	0.46729	1	0.645161	3	0.51458
OAZ1	2	0.46729	1	0.645161	3	0.51458
OAZ2	2	0.46729	1	0.645161	3	0.51458
OCIAD2	2	0.46729	1	0.645161	3	0.51458
OCM	3	0.700935	0	0	3	0.51458
OLIG2	2	0.46729	1	0.645161	3	0.51458
OPN1LW	2	0.46729	1	0.645161	3	0.51458
OPN1MW	1	0.233645	2	1.29032	3	0.51458
OR10V1	3	0.700935	0	0	3	0.51458
OR10W1	2	0.46729	1	0.645161	3	0.51458
OR1E1	1	0.233645	2	1.29032	3	0.51458
OR1L4	2	0.46729	1	0.645161	3	0.51458
OR2A42	3	0.700935	0	0	3	0.51458
OR2L5	3	0.700935	0	0	3	0.51458
OR2V2	3	0.700935	0	0	3	0.51458
OR4F6	3	0.700935	0	0	3	0.51458
OR51D1	3	0.700935	0	0	3	0.51458
