SAGE1	28	4.80%
SAMD9	28	4.80%
SCN10A	28	4.80%
SLIT3	28	4.80%
SMC2	28	4.80%
SMCHD1	28	4.80%
SPECC1	28	4.80%
SPG11	28	4.80%
STAG1	28	4.80%
STK31	28	4.80%
TACC2	28	4.80%
TEP1	28	4.80%
TNRC6A	28	4.80%
TP53BP1	28	4.80%
TRANK1	28	4.80%
TRPM2	28	4.80%
USP24	28	4.80%
USP28	28	4.80%
ZNF208	28	4.80%
ZNF638	28	4.80%
ABCA8	27	4.63%
ABCA9	27	4.63%
ADCY5	27	4.63%
ANKRD30A	27	4.63%
ARHGAP20	27	4.63%
ARHGAP31	27	4.63%
ATP2B3	27	4.63%
ATP8B1	27	4.63%
ATP8B2	27	4.63%
BAZ1A	27	4.63%
CACNA2D1	27	4.63%
CAD	27	4.63%
CAMTA1	27	4.63%
CCDC178	27	4.63%
CD109	27	4.63%
CDC42BPA	27	4.63%
CDH11	27	4.63%
CELSR3	27	4.63%
CENPE	27	4.63%
CEP162	27	4.63%
CHD2	27	4.63%
CHRM2	27	4.63%
CIITA	27	4.63%
CNTLN	27	4.63%
COL19A1	27	4.63%
CPS1	27	4.63%
CRACD	27	4.63%
CROCC	27	4.63%
CTNNA1	27	4.63%
CTNNA3	27	4.63%
CTTNBP2	27	4.63%
CUX1	27	4.63%
DSPP	27	4.63%
EFCAB5	27	4.63%
EYS	27	4.63%
FAM47B	27	4.63%
FLG2	27	4.63%
FRMPD3	27	4.63%
GLI1	27	4.63%
GRM6	27	4.63%
GSE1	27	4.63%
HNRNPL	27	4.63%
INSRR	27	4.63%
ITIH6	27	4.63%
JAKMIP2	27	4.63%
KCNH5	27	4.63%
KIAA1755	27	4.63%
KLHL4	27	4.63%
LMO7	27	4.63%
LRRN3	27	4.63%
MAGI1	27	4.63%
MBD5	27	4.63%
MLH3	27	4.63%
MYH3	27	4.63%
MYH7B	27	4.63%
MYO18A	27	4.63%
NUP98	27	4.63%
PCDH7	27	4.63%
PCDHA1	27	4.63%
PCDHB5	27	4.63%
PCDHB6	27	4.63%
PCDHB9	27	4.63%
PCDHGA6	27	4.63%
PCNX1	27	4.63%
PDS5B	27	4.63%
PDZRN4	27	4.63%
PHF3	27	4.63%
PI4KA	27	4.63%
PLG	27	4.63%
PPL	27	4.63%
PPP1R3A	27	4.63%
PRDM2	27	4.63%
PRKCG	27	4.63%
PRPF8	27	4.63%
PRRC2C	27	4.63%
PRTG	27	4.63%
PTCH1	27	4.63%
PTPRD	27	4.63%
PZP	27	4.63%
RASGRF1	27	4.63%
RET	27	4.63%
RNF17	27	4.63%
SCN8A	27	4.63%
SEMA5B	27	4.63%
SNX13	27	4.63%
SPATA31E1	27	4.63%
SPTAN1	27	4.63%
TLE4	27	4.63%
TMPRSS15	27	4.63%
TPTE	27	4.63%
UBE4B	27	4.63%
USP35	27	4.63%
USP7	27	4.63%
VIRMA	27	4.63%
XIRP1	27	4.63%
ZNF407	27	4.63%
ZNF98	27	4.63%
ABCA3	26	4.46%
ABCA5	26	4.46%
ABCB11	26	4.46%
ADCY9	26	4.46%
AKAP11	26	4.46%
ALS2	26	4.46%
AR	26	4.46%
ARAP3	26	4.46%
ARHGEF10	26	4.46%
ATAD2B	26	4.46%
ATP2A1	26	4.46%
ATP2B2	26	4.46%
ATP6V1B1	26	4.46%
ATR	26	4.46%
BAHCC1	26	4.46%
BNC1	26	4.46%
BRINP1	26	4.46%
C8B	26	4.46%
CACNA1I	26	4.46%
CDK5RAP2	26	4.46%
CHRD	26	4.46%
CKAP5	26	4.46%
COL24A1	26	4.46%
COL3A1	26	4.46%
CRB1	26	4.46%
CRYBG3	26	4.46%
CTR9	26	4.46%
DIP2A	26	4.46%
DMBT1	26	4.46%
ELMO1	26	4.46%
EXPH5	26	4.46%
FAM184A	26	4.46%
FRMD4A	26	4.46%
GRIA4	26	4.46%
GRIK4	26	4.46%
GRIK5	26	4.46%
GRM8	26	4.46%
GUCY1A1	26	4.46%
HCN1	26	4.46%
HECTD1	26	4.46%
HLA-B	26	4.46%
IFT172	26	4.46%
ITIH2	26	4.46%
KCNH8	26	4.46%
KCNMA1	26	4.46%
KDM3B	26	4.46%
KDM6B	26	4.46%
KIAA2026	26	4.46%
KIF13A	26	4.46%
KIT	26	4.46%
LINGO2	26	4.46%
LTBP4	26	4.46%
MAP7D1	26	4.46%
MEGF6	26	4.46%
MYO10	26	4.46%
MYO7B	26	4.46%
MYPN	26	4.46%
N4BP2	26	4.46%
NCAPD3	26	4.46%
NID1	26	4.46%
NOL6	26	4.46%
NOS3	26	4.46%
NOTCH2	26	4.46%
NRXN3	26	4.46%
NUMA1	26	4.46%
NUP210L	26	4.46%
OBSL1	26	4.46%
OSMR	26	4.46%
PARP14	26	4.46%
PCDHB3	26	4.46%
PHF2	26	4.46%
PLEKHA6	26	4.46%
POSTN	26	4.46%
PRDM10	26	4.46%
PRR12	26	4.46%
RAD51AP2	26	4.46%
RADIL	26	4.46%
RBM15	26	4.46%
SBF1	26	4.46%
SCAF11	26	4.46%
SEC16A	26	4.46%
SIN3A	26	4.46%
SLC4A7	26	4.46%
SORBS2	26	4.46%
TIAM2	26	4.46%
TLL1	26	4.46%
TNRC6C	26	4.46%
TRPC6	26	4.46%
TRPM8	26	4.46%
TTC3	26	4.46%
TUBA3C	26	4.46%
ULK2	26	4.46%
UNC13A	26	4.46%
UNC5C	26	4.46%
WDR33	26	4.46%
WWP1	26	4.46%
XRN1	26	4.46%
ZFPM2	26	4.46%
ZMYM2	26	4.46%
ZNFX1	26	4.46%
ABCB4	25	4.29%
ABCC8	25	4.29%
ABI3BP	25	4.29%
ADGRB2	25	4.29%
