Gene	COAD_cases	COAD_percent	READ_cases	READ_percent
OR2A42	3	0.700935	0	0
OR2A7	3	0.700935	5	3.22581
OR2AG2	3	0.700935	1	0.645161
OR2B3	3	0.700935	1	0.645161
OR2D3	3	0.700935	2	1.29032
OR2L5	3	0.700935	0	0
OR2V2	3	0.700935	0	0
OR4B1	3	0.700935	1	0.645161
OR4F15	3	0.700935	3	1.93548
OR4F6	3	0.700935	0	0
OR4N5	3	0.700935	2	1.29032
OR51D1	3	0.700935	0	0
OR52A1	3	0.700935	2	1.29032
OR52E2	3	0.700935	4	2.58065
OR52E6	3	0.700935	2	1.29032
OR52I1	3	0.700935	2	1.29032
OR5A1	3	0.700935	1	0.645161
OR5B21	3	0.700935	2	1.29032
OR5K1	3	0.700935	1	0.645161
OR5M10	3	0.700935	3	1.93548
OR5M11	3	0.700935	0	0
OR5T1	3	0.700935	2	1.29032
OR6A2	3	0.700935	2	1.29032
OR6C6	3	0.700935	4	2.58065
OR7D4	3	0.700935	1	0.645161
OR7G3	3	0.700935	0	0
OR8B2	3	0.700935	1	0.645161
OR8B8	3	0.700935	1	0.645161
OR8D1	3	0.700935	2	1.29032
OR8J3	3	0.700935	2	1.29032
OR8U1	3	0.700935	4	2.58065
OR9A2	3	0.700935	1	0.645161
OR9I1	3	0.700935	0	0
ORAI3	3	0.700935	0	0
ORC6	3	0.700935	0	0
OSCAR	3	0.700935	0	0
OSER1	3	0.700935	2	1.29032
OTOR	3	0.700935	0	0
OTUB2	3	0.700935	1	0.645161
OTUD3	3	0.700935	2	1.29032
OTULINL	3	0.700935	0	0
OVOL1	3	0.700935	1	0.645161
OXGR1	3	0.700935	1	0.645161
OXT	3	0.700935	0	0
P2RX5	3	0.700935	1	0.645161
P2RY1	3	0.700935	3	1.93548
P4HTM	3	0.700935	2	1.29032
PAAF1	3	0.700935	1	0.645161
PAGE1	3	0.700935	0	0
PAK1IP1	3	0.700935	0	0
PANK2	3	0.700935	1	0.645161
PANX3	3	0.700935	1	0.645161
PAQR3	3	0.700935	2	1.29032
PAQR6	3	0.700935	1	0.645161
PAQR7	3	0.700935	0	0
PARD6B	3	0.700935	2	1.29032
PATE2	3	0.700935	0	0
PAWR	3	0.700935	3	1.93548
PBK	3	0.700935	1	0.645161
PBLD	3	0.700935	0	0
PBX4	3	0.700935	1	0.645161
PCMT1	3	0.700935	2	1.29032
PCNA	3	0.700935	2	1.29032
PCP2	3	0.700935	0	0
PCTP	3	0.700935	1	0.645161
PCYT2	3	0.700935	1	0.645161
PDE6D	3	0.700935	0	0
PDGFC	3	0.700935	3	1.93548
PDGFRL	3	0.700935	0	0
PDHB	3	0.700935	0	0
PDLIM4	3	0.700935	0	0
PDPN	3	0.700935	1	0.645161
PDRG1	3	0.700935	1	0.645161
PDSS2	3	0.700935	1	0.645161
PDX1	3	0.700935	0	0
PDXK	3	0.700935	0	0
PDZD11	3	0.700935	0	0
PEAK3	3	0.700935	1	0.645161
PEF1	3	0.700935	1	0.645161
PEG10	3	0.700935	3	1.93548
PEX10	3	0.700935	0	0
PEX3	3	0.700935	4	2.58065
PF4	3	0.700935	0	0
PFDN1	3	0.700935	1	0.645161
PFN2	3	0.700935	1	0.645161
PFN4	3	0.700935	0	0
PGA5	3	0.700935	1	0.645161
PGAM2	3	0.700935	0	0
PGAM4	3	0.700935	1	0.645161
PGAM5	3	0.700935	2	1.29032
PGBD2	3	0.700935	1	0.645161
PGK1	3	0.700935	3	1.93548
PHF11	3	0.700935	0	0
PHOSPHO1	3	0.700935	0	0
PICK1	3	0.700935	0	0
PIGP	3	0.700935	1	0.645161
PIGU	3	0.700935	2	1.29032
PIGV	3	0.700935	1	0.645161
PIGZ	3	0.700935	0	0
PILRA	3	0.700935	2	1.29032
PINX1	3	0.700935	1	0.645161
PIP	3	0.700935	2	1.29032
PIP4K2C	3	0.700935	0	0
PIP4P1	3	0.700935	1	0.645161
PIP5K1B	3	0.700935	2	1.29032
PITPNB	3	0.700935	2	1.29032
PJVK	3	0.700935	0	0
PLA2G1B	3	0.700935	1	0.645161
PLAUR	3	0.700935	2	1.29032
PLBD1	3	0.700935	2	1.29032
PLIN1	3	0.700935	3	1.93548
PLIN2	3	0.700935	2	1.29032
PLP2	3	0.700935	0	0
PLPBP	3	0.700935	0	0
PLPP5	3	0.700935	0	0
PLPP7	3	0.700935	2	1.29032
PLPPR2	3	0.700935	0	0
PLPPR3	3	0.700935	0	0
PMF1	3	0.700935	0	0
PMM1	3	0.700935	2	1.29032
PMP2	3	0.700935	1	0.645161
PNKD	3	0.700935	0	0
PNPO	3	0.700935	0	0
POC5	3	0.700935	3	1.93548
POLA2	3	0.700935	1	0.645161
POLR2D	3	0.700935	0	0
POLR2H	3	0.700935	2	1.29032
POLR3F	3	0.700935	1	0.645161
POLR3GL	3	0.700935	0	0
POLR3H	3	0.700935	0	0
POM121L2	3	0.700935	1	0.645161
POMC	3	0.700935	0	0
POP4	3	0.700935	0	0
POPDC3	3	0.700935	3	1.93548
POTEJ	3	0.700935	2	1.29032
POU2AF1	3	0.700935	1	0.645161
POU4F1	3	0.700935	0	0
PPA1	3	0.700935	0	0
PPBP	3	0.700935	0	0
PPIAL4A	3	0.700935	1	0.645161
PPIB	3	0.700935	0	0
PPIL1	3	0.700935	0	0
PPIL6	3	0.700935	1	0.645161
PPM1F	3	0.700935	1	0.645161
PPM1J	3	0.700935	1	0.645161
PPP1CA	3	0.700935	0	0
PPP1R17	3	0.700935	3	1.93548
PPP1R3D	3	0.700935	0	0
PPP3R1	3	0.700935	3	1.93548
PQBP1	3	0.700935	0	0
PRAMEF10	3	0.700935	4	2.58065
PRAMEF15	3	0.700935	2	1.29032
PRAMEF5	3	0.700935	2	1.29032
PRDM12	3	0.700935	0	0
PRELID3A	3	0.700935	0	0
PRIMA1	3	0.700935	0	0
PRKACB	3	0.700935	0	0
PRKAR1A	3	0.700935	4	2.58065
PRMT1	3	0.700935	0	0
PROK1	3	0.700935	0	0
PRPF39	3	0.700935	1	0.645161
PRPH	3	0.700935	1	0.645161
PRPSAP2	3	0.700935	0	0
PRR15L	3	0.700935	1	0.645161
PRRT1	3	0.700935	1	0.645161
PRSS16	3	0.700935	3	1.93548
PRSS21	3	0.700935	0	0
PRSS48	3	0.700935	2	1.29032
PRSS58	3	0.700935	2	1.29032
PRUNE1	3	0.700935	1	0.645161
PSCA	3	0.700935	0	0
PSG11	3	0.700935	2	1.29032
PSMA4	3	0.700935	1	0.645161
PSMA5	3	0.700935	1	0.645161
PSMA7	3	0.700935	1	0.645161
PSMB11	3	0.700935	1	0.645161
PSMB2	3	0.700935	1	0.645161
PSMB3	3	0.700935	1	0.645161
PSMB5	3	0.700935	0	0
PSMD13	3	0.700935	0	0
PSMD14	3	0.700935	2	1.29032
PSMD7	3	0.700935	1	0.645161
PSME3IP1	3	0.700935	0	0
PTCRA	3	0.700935	1	0.645161
PTGDS	3	0.700935	0	0
PTGES2	3	0.700935	0	0
PTGR1	3	0.700935	2	1.29032
PTGR2	3	0.700935	2	1.29032
PTK6	3	0.700935	1	0.645161
PTPA	3	0.700935	0	0
PTPN20	3	0.700935	2	1.29032
PTPRQ	3	0.700935	1	0.645161
PTTG1IP	3	0.700935	0	0
PUDP	3	0.700935	0	0
PURA	3	0.700935	0	0
PXYLP1	3	0.700935	2	1.29032
QPCT	3	0.700935	1	0.645161
R3HDML	3	0.700935	0	0
RAB11A	3	0.700935	2	1.29032
RAB11FIP3	3	0.700935	0	0
RAB14	3	0.700935	1	0.645161
RAB1A	3	0.700935	0	0
RAB1B	3	0.700935	0	0
RAB22A	3	0.700935	0	0
RAB23	3	0.700935	2	1.29032
RAB26	3	0.700935	0	0
RAB31	3	0.700935	1	0.645161
RAB3A	3	0.700935	0	0
RAB40B	3	0.700935	1	0.645161
RAB5C	3	0.700935	0	0
RABEPK	3	0.700935	0	0
RAC3	3	0.700935	1	0.645161
RACGAP1	3	0.700935	0	0
RACK1	3	0.700935	0	0
RAD51D	3	0.700935	1	0.645161
RAD52	3	0.700935	1	0.645161
RAET1E	3	0.700935	0	0
RAET1L	3	0.700935	0	0
RALB	3	0.700935	3	1.93548
RANBP1	3	0.700935	1	0.645161
RAP1GAP	3	0.700935	2	1.29032
RAPSN	3	0.700935	0	0
RASA4	3	0.700935	0	0
RASD1	3	0.700935	1	0.645161
RASGEF1C	3	0.700935	2	1.29032
RASL11B	3	0.700935	0	0
RASL12	3	0.700935	1	0.645161
RASSF8	3	0.700935	1	0.645161
RBAK-RBAKDN	3	0.700935	1	0.645161
RBBP4	3	0.700935	0	0
RBBP9	3	0.700935	0	0
RBIS	3	0.700935	0	0
RBM11	3	0.700935	2	1.29032
RBM18	3	0.700935	0	0
RBM20	3	0.700935	0	0
RBM7	3	0.700935	2	1.29032
RBMXL3	3	0.700935	1	0.645161
RBP4	3	0.700935	0	0
RCN2	3	0.700935	1	0.645161
RDH10	3	0.700935	1	0.645161
REC114	3	0.700935	2	1.29032
REEP3	3	0.700935	2	1.29032
RENBP	3	0.700935	1	0.645161
REPIN1	3	0.700935	0	0
RER1	3	0.700935	1	0.645161
RETN	3	0.700935	0	0
RFFL	3	0.700935	2	1.29032
RFLNB	3	0.700935	0	0
RFXAP	3	0.700935	0	0
RGPD2	3	0.700935	0	0
RGPD3	3	0.700935	2	1.29032
RGPD4	3	0.700935	2	1.29032
RGS16	3	0.700935	0	0
RGS5	3	0.700935	2	1.29032
RGS9BP	3	0.700935	0	0
RHBDD1	3	0.700935	2	1.29032
RHBDD2	3	0.700935	0	0
RHEX	3	0.700935	1	0.645161
RHNO1	3	0.700935	0	0
RHO	3	0.700935	1	0.645161
RHOU	3	0.700935	0	0
RHOXF1	3	0.700935	0	0
RIBC1	3	0.700935	1	0.645161
RIBC2	3	0.700935	5	3.22581
RIC8A	3	0.700935	2	1.29032
RILPL2	3	0.700935	0	0
RIMKLA	3	0.700935	0	0
RIOX1	3	0.700935	1	0.645161
RIPPLY2	3	0.700935	0	0
RMDN3	3	0.700935	0	0
RMND5A	3	0.700935	0	0
RNASE3	3	0.700935	3	1.93548
RNASE4	3	0.700935	2	1.29032
RNASEH2B	3	0.700935	2	1.29032
RNASET2	3	0.700935	1	0.645161
RNF121	3	0.700935	0	0
RNF144A	3	0.700935	1	0.645161
RNF157	3	0.700935	1	0.645161
RNF170	3	0.700935	0	0
RNF182	3	0.700935	1	0.645161
RNF2	3	0.700935	2	1.29032
RNPEP	3	0.700935	1	0.645161
ROM1	3	0.700935	1	0.645161
ROPN1	3	0.700935	0	0
RPF2	3	0.700935	3	1.93548
RPL10A	3	0.700935	1	0.645161
RPL14	3	0.700935	0	0
RPL31	3	0.700935	0	0
RPL32	3	0.700935	0	0
RPL7L1	3	0.700935	0	0
RPP25L	3	0.700935	0	0
RPS11	3	0.700935	0	0
RPS2	3	0.700935	2	1.29032
RPS24	3	0.700935	1	0.645161
RPS6KL1	3	0.700935	1	0.645161
RPSA	3	0.700935	0	0
RRAGC	3	0.700935	1	0.645161
RRAS	3	0.700935	0	0
RRP7A	3	0.700935	0	0
RSPH9	3	0.700935	3	1.93548
RTL8C	3	0.700935	0	0
RTN2	3	0.700935	2	1.29032
RTN4IP1	3	0.700935	1	0.645161
RTRAF	3	0.700935	1	0.645161
RUNDC1	3	0.700935	0	0
RYBP	3	0.700935	0	0
S100A2	3	0.700935	0	0
S100G	3	0.700935	0	0
S1PR2	3	0.700935	1	0.645161
S1PR3	3	0.700935	4	2.58065
SAA2-SAA4	3	0.700935	2	1.29032
SAC3D1	3	0.700935	0	0
SACM1L	3	0.700935	2	1.29032
SAMD8	3	0.700935	0	0
SAP30L	3	0.700935	0	0
SAPCD2	3	0.700935	0	0
SARS2	3	0.700935	0	0
SART1	3	0.700935	1	0.645161
SCAMP3	3	0.700935	0	0
SCD5	3	0.700935	1	0.645161
SCMH1	3	0.700935	1	0.645161
SCN1B	3	0.700935	1	0.645161
SCN4B	3	0.700935	0	0
SCO2	3	0.700935	0	0
SCRT1	3	0.700935	1	0.645161
SDE2	3	0.700935	1	0.645161
SDHAF2	3	0.700935	1	0.645161
SDHAF3	3	0.700935	0	0
SEC14L2	3	0.700935	0	0
SEC23B	3	0.700935	1	0.645161
SEC61B	3	0.700935	0	0
SEC62	3	0.700935	1	0.645161
SECTM1	3	0.700935	0	0
SELENOI	3	0.700935	2	1.29032
SELENOV	3	0.700935	0	0
SEMA7A	3	0.700935	3	1.93548
SEPTIN1	3	0.700935	0	0
SERBP1	3	0.700935	4	2.58065
SERPINA3	3	0.700935	1	0.645161
SERPINB6	3	0.700935	2	1.29032
SERTAD3	3	0.700935	0	0
SF3A3	3	0.700935	1	0.645161
SFRP1	3	0.700935	3	1.93548
SFT2D2	3	0.700935	0	0
SFTPC	3	0.700935	0	0
SFXN4	3	0.700935	1	0.645161
SGSH	3	0.700935	2	1.29032
SGSM2	3	0.700935	3	1.93548
SGTB	3	0.700935	1	0.645161
SH2D2A	3	0.700935	1	0.645161
SH2D4A	3	0.700935	3	1.93548
SH2D4B	3	0.700935	1	0.645161
SH3BGRL2	3	0.700935	0	0
SHISA2	3	0.700935	0	0
SHISA4	3	0.700935	0	0
SHROOM1	3	0.700935	1	0.645161
SIGLECL1	3	0.700935	4	2.58065
SIGMAR1	3	0.700935	0	0
SIM2	3	0.700935	0	0
SIRPG	3	0.700935	1	0.645161
SIRT2	3	0.700935	1	0.645161
SIRT6	3	0.700935	0	0
SKI	3	0.700935	1	0.645161
SKP2	3	0.700935	1	0.645161
SLAMF8	3	0.700935	1	0.645161
SLC10A1	3	0.700935	1	0.645161
SLC10A7	3	0.700935	0	0
SLC16A2	3	0.700935	3	1.93548
SLC22A18	3	0.700935	0	0
SLC22A25	3	0.700935	2	1.29032
SLC25A1	3	0.700935	0	0
SLC25A22	3	0.700935	0	0
SLC25A26	3	0.700935	1	0.645161
SLC25A40	3	0.700935	4	2.58065
SLC25A45	3	0.700935	0	0
SLC2A12	3	0.700935	1	0.645161
SLC30A5	3	0.700935	1	0.645161
SLC30A7	3	0.700935	1	0.645161
SLC33A1	3	0.700935	1	0.645161
SLC35A2	3	0.700935	1	0.645161
SLC35B4	3	0.700935	0	0
SLC35E4	3	0.700935	0	0
SLC39A2	3	0.700935	1	0.645161
SLC39A9	3	0.700935	0	0
SLC49A4	3	0.700935	2	1.29032
SLC51A	3	0.700935	2	1.29032
SLC7A6	3	0.700935	0	0
SLFN12L	3	0.700935	1	0.645161
SLFN14	3	0.700935	2	1.29032
SLPI	3	0.700935	1	0.645161
SMAD6	3	0.700935	0	0
SMAP1	3	0.700935	1	0.645161
SMG9	3	0.700935	0	0
SMIM21	3	0.700935	1	0.645161
SMS	3	0.700935	0	0
SMTNL2	3	0.700935	0	0
SMURF2	3	0.700935	2	1.29032
SNAP25	3	0.700935	1	0.645161
SNAPC2	3	0.700935	2	1.29032
SNRNP27	3	0.700935	0	0
SNU13	3	0.700935	1	0.645161
SNX12	3	0.700935	0	0
SNX16	3	0.700935	3	1.93548
SNX4	3	0.700935	0	0
SORBS3	3	0.700935	0	0
SOWAHB	3	0.700935	3	1.93548
SOX1	3	0.700935	0	0
SOX30	3	0.700935	3	1.93548
SOX4	3	0.700935	0	0
SOX8	3	0.700935	0	0
SP5	3	0.700935	1	0.645161
SPA17	3	0.700935	0	0
SPACA4	3	0.700935	0	0
SPATA25	3	0.700935	0	0
SPATA4	3	0.700935	3	1.93548
SPATA6	3	0.700935	2	1.29032
SPATA7	3	0.700935	1	0.645161
SPC25	3	0.700935	0	0
SPCS3	3	0.700935	0	0
SPDYC	3	0.700935	0	0
SPHK1	3	0.700935	0	0
SPIC	3	0.700935	0	0
SPIN2B	3	0.700935	0	0
SPO11	3	0.700935	2	1.29032
SPPL3	3	0.700935	0	0
SPRING1	3	0.700935	0	0
SPRY2	3	0.700935	0	0
SRP54	3	0.700935	2	1.29032
SRRD	3	0.700935	0	0
SSBP1	3	0.700935	0	0
SST	3	0.700935	0	0
SSU72	3	0.700935	0	0
SSU72P8	3	0.700935	2	1.29032
ST13	3	0.700935	1	0.645161
STAP1	3	0.700935	1	0.645161
STAR	3	0.700935	0	0
STARD3NL	3	0.700935	1	0.645161
STK17B	3	0.700935	0	0
STMN3	3	0.700935	0	0
STN1	3	0.700935	0	0
STOM	3	0.700935	2	1.29032
STOML2	3	0.700935	1	0.645161
STPG1	3	0.700935	3	1.93548
STX6	3	0.700935	0	0
SUCLG1	3	0.700935	1	0.645161
SUCLG2	3	0.700935	0	0
SUFU	3	0.700935	0	0
SULT1A2	3	0.700935	0	0
SUPV3L1	3	0.700935	1	0.645161
SYCP3	3	0.700935	0	0
SYT15	3	0.700935	0	0
TAC1	3	0.700935	0	0
TAC4	3	0.700935	0	0
TACSTD2	3	0.700935	0	0
TAF7	3	0.700935	2	1.29032
TAF9B	3	0.700935	2	1.29032
TAGLN	3	0.700935	2	1.29032
TAPBPL	3	0.700935	1	0.645161
TAS2R16	3	0.700935	2	1.29032
TAS2R3	3	0.700935	1	0.645161
TAS2R43	3	0.700935	1	0.645161
TAS2R46	3	0.700935	1	0.645161
TAS2R60	3	0.700935	3	1.93548
TATDN3	3	0.700935	1	0.645161
TBC1D21	3	0.700935	0	0
TBC1D28	3	0.700935	0	0
TBCE	3	0.700935	1	0.645161
TBPL1	3	0.700935	1	0.645161
TBPL2	3	0.700935	0	0
TBRG1	3	0.700935	0	0
TBX21	3	0.700935	2	1.29032
TCEA3	3	0.700935	0	0
TCEAL5	3	0.700935	0	0
TCEAL9	3	0.700935	1	0.645161
TCF21	3	0.700935	0	0
TCL1A	3	0.700935	0	0
TCN1	3	0.700935	3	1.93548
TCP11L2	3	0.700935	2	1.29032
TDP1	3	0.700935	0	0
TDP2	3	0.700935	2	1.29032
TDRD12	3	0.700935	0	0
TECR	3	0.700935	1	0.645161
TECTB	3	0.700935	2	1.29032
TEDC2	3	0.700935	0	0
TENT5C	3	0.700935	0	0
TERB2	3	0.700935	1	0.645161
TERF2	3	0.700935	4	2.58065
TERF2IP	3	0.700935	2	1.29032
TEX26	3	0.700935	0	0
TEX35	3	0.700935	1	0.645161
TEX43	3	0.700935	0	0
TEX44	3	0.700935	1	0.645161
TEX55	3	0.700935	2	1.29032
TFAM	3	0.700935	1	0.645161
TGIF2	3	0.700935	0	0
TGOLN2	3	0.700935	1	0.645161
THAP10	3	0.700935	1	0.645161
THAP11	3	0.700935	0	0
THAP8	3	0.700935	1	0.645161
THOC6	3	0.700935	0	0
THOC7	3	0.700935	0	0
THTPA	3	0.700935	0	0
THUMPD1	3	0.700935	2	1.29032
THUMPD3	3	0.700935	2	1.29032
TIAF1	3	0.700935	0	0
TIFAB	3	0.700935	0	0
TIMP2	3	0.700935	0	0
TIRAP	3	0.700935	1	0.645161
TJAP1	3	0.700935	2	1.29032
TLCD4	3	0.700935	0	0
TM4SF20	3	0.700935	0	0
TM7SF2	3	0.700935	0	0
TMBIM6	3	0.700935	0	0
TMCO1	3	0.700935	2	1.29032
TMED10	3	0.700935	2	1.29032
TMED2	3	0.700935	1	0.645161
TMED5	3	0.700935	1	0.645161
TMEM101	3	0.700935	0	0
TMEM106B	3	0.700935	2	1.29032
TMEM106C	3	0.700935	1	0.645161
TMEM138	3	0.700935	0	0
TMEM141	3	0.700935	0	0
TMEM143	3	0.700935	0	0
TMEM150A	3	0.700935	0	0
TMEM151A	3	0.700935	2	1.29032
TMEM174	3	0.700935	1	0.645161
TMEM179B	3	0.700935	0	0
TMEM18	3	0.700935	1	0.645161
TMEM182	3	0.700935	1	0.645161
TMEM184B	3	0.700935	0	0
TMEM196	3	0.700935	1	0.645161
TMEM200B	3	0.700935	0	0
TMEM201	3	0.700935	0	0
TMEM202	3	0.700935	1	0.645161
TMEM205	3	0.700935	0	0
TMEM207	3	0.700935	0	0
TMEM216	3	0.700935	1	0.645161
TMEM218	3	0.700935	0	0
TMEM219	3	0.700935	0	0
TMEM222	3	0.700935	0	0
TMEM229B	3	0.700935	1	0.645161
TMEM236	3	0.700935	1	0.645161
TMEM248	3	0.700935	3	1.93548
TMEM255B	3	0.700935	2	1.29032
TMEM267	3	0.700935	3	1.93548
TMEM39B	3	0.700935	0	0
TMEM50A	3	0.700935	1	0.645161
TMEM86A	3	0.700935	1	0.645161
TMUB2	3	0.700935	0	0
TMX1	3	0.700935	0	0
TMX2	3	0.700935	1	0.645161
TMX4	3	0.700935	0	0
TNFAIP6	3	0.700935	4	2.58065
TNFRSF17	3	0.700935	1	0.645161
TNFRSF18	3	0.700935	0	0
TNFRSF25	3	0.700935	0	0
TNFSF18	3	0.700935	3	1.93548
TNFSF8	3	0.700935	1	0.645161
TNIP2	3	0.700935	2	1.29032
TNNC2	3	0.700935	0	0
TOB2	3	0.700935	0	0
TOM1	3	0.700935	0	0
TOMM22	3	0.700935	1	0.645161
TOMM40L	3	0.700935	0	0
TOPAZ1	3	0.700935	2	1.29032
TOR2A	3	0.700935	1	0.645161
TOR3A	3	0.700935	2	1.29032
TOR4A	3	0.700935	1	0.645161
TP53I3	3	0.700935	2	1.29032
TPI1	3	0.700935	0	0
TPRA1	3	0.700935	0	0
TRA2B	3	0.700935	4	2.58065
TRADD	3	0.700935	0	0
TRAF4	3	0.700935	0	0
TRAM2	3	0.700935	1	0.645161
TRAPPC2	3	0.700935	1	0.645161
TRAPPC3	3	0.700935	1	0.645161
TRAPPC5	3	0.700935	0	0
TRDMT1	3	0.700935	3	1.93548
TREML2	3	0.700935	0	0
TRIB3	3	0.700935	2	1.29032
TRIM11	3	0.700935	0	0
TRIM16L	3	0.700935	0	0
TRIM21	3	0.700935	2	1.29032
TRIM28	3	0.700935	2	1.29032
TRIM38	3	0.700935	2	1.29032
TRIM44	3	0.700935	2	1.29032
TRIM5	3	0.700935	0	0
TRIM77	3	0.700935	2	1.29032
TRMT11	3	0.700935	2	1.29032
TRMT2A	3	0.700935	1	0.645161
TSEN15	3	0.700935	3	1.93548
TSEN34	3	0.700935	0	0
TSPAN33	3	0.700935	0	0
TSPAN6	3	0.700935	1	0.645161
TSPAN9	3	0.700935	1	0.645161
TSPYL1	3	0.700935	1	0.645161
TSSC4	3	0.700935	0	0
TSSK3	3	0.700935	2	1.29032
TST	3	0.700935	0	0
TTC23	3	0.700935	1	0.645161
TTC28	3	0.700935	1	0.645161
TTC33	3	0.700935	1	0.645161
TTC5	3	0.700935	1	0.645161
TTL	3	0.700935	3	1.93548
TUBB	3	0.700935	1	0.645161
TUBB1	3	0.700935	2	1.29032
TUBB6	3	0.700935	1	0.645161
TVP23B	3	0.700935	0	0
TWF2	3	0.700935	0	0
TWIST1	3	0.700935	1	0.645161
TWSG1	3	0.700935	2	1.29032
TXNDC17	3	0.700935	0	0
TXNDC5	3	0.700935	1	0.645161
TXNL4A	3	0.700935	0	0
UBA52	3	0.700935	0	0
UBAP1	3	0.700935	0	0
UBB	3	0.700935	2	1.29032
UBC	3	0.700935	0	0
UBE2B	3	0.700935	0	0
UBE2E1	3	0.700935	0	0
UBE2G1	3	0.700935	0	0
UBE2G2	3	0.700935	0	0
UBE2I	3	0.700935	1	0.645161
UBE2T	3	0.700935	0	0
UBTD2	3	0.700935	0	0
UBXN10	3	0.700935	0	0
UBXN2A	3	0.700935	0	0
UBXN2B	3	0.700935	2	1.29032
UCK2	3	0.700935	0	0
UCN2	3	0.700935	0	0
UCP3	3	0.700935	0	0
UFC1	3	0.700935	0	0
UGT2A2	3	0.700935	1	0.645161
UHMK1	3	0.700935	2	1.29032
UIMC1	3	0.700935	2	1.29032
UPK3A	3	0.700935	1	0.645161
UPP2	3	0.700935	3	1.93548
URB1	3	0.700935	1	0.645161
UROD	3	0.700935	1	0.645161
USP14	3	0.700935	0	0
USP18	3	0.700935	2	1.29032
UTP15	3	0.700935	3	1.93548
UTS2B	3	0.700935	0	0
VAMP7	3	0.700935	1	0.645161
VASH2	3	0.700935	1	0.645161
VBP1	3	0.700935	2	1.29032
VCPKMT	3	0.700935	1	0.645161
VCX3B	3	0.700935	0	0
VDAC3	3	0.700935	0	0
VDR	3	0.700935	1	0.645161
VIM	3	0.700935	1	0.645161
VKORC1L1	3	0.700935	1	0.645161
VPS26B	3	0.700935	0	0
VPS37A	3	0.700935	0	0
VRK3	3	0.700935	1	0.645161
VSIG10L	3	0.700935	1	0.645161
VTA1	3	0.700935	0	0
WBP2	3	0.700935	1	0.645161
WDR18	3	0.700935	0	0
WDR25	3	0.700935	1	0.645161
WDR38	3	0.700935	0	0
WDR76	3	0.700935	2	1.29032
WDR89	3	0.700935	1	0.645161
WFDC8	3	0.700935	1	0.645161
WNT5B	3	0.700935	0	0
WNT8A	3	0.700935	1	0.645161
WNT9B	3	0.700935	3	1.93548
WTIP	3	0.700935	2	1.29032
WWTR1	3	0.700935	2	1.29032
YAP1	3	0.700935	1	0.645161
YIF1B	3	0.700935	1	0.645161
YIPF5	3	0.700935	1	0.645161
YIPF6	3	0.700935	0	0
YOD1	3	0.700935	0	0
YWHAQ	3	0.700935	1	0.645161
ZBED6CL	3	0.700935	2	1.29032
ZBTB17	3	0.700935	1	0.645161
ZBTB3	3	0.700935	1	0.645161
ZBTB43	3	0.700935	1	0.645161
ZBTB47	3	0.700935	0	0
ZBTB8A	3	0.700935	2	1.29032
ZDHHC12	3	0.700935	0	0
ZDHHC13	3	0.700935	2	1.29032
ZDHHC19	3	0.700935	1	0.645161
ZDHHC21	3	0.700935	3	1.93548
ZDHHC23	3	0.700935	1	0.645161
ZDHHC6	3	0.700935	1	0.645161
ZFAND3	3	0.700935	1	0.645161
ZFAND5	3	0.700935	1	0.645161
ZFP1	3	0.700935	0	0
ZFP36	3	0.700935	1	0.645161
ZFP62	3	0.700935	0	0
ZFYVE21	3	0.700935	0	0
ZIC5	3	0.700935	0	0
ZKSCAN1	3	0.700935	1	0.645161
ZNF143	3	0.700935	2	1.29032
ZNF146	3	0.700935	1	0.645161
ZNF239	3	0.700935	2	1.29032
ZNF250	3	0.700935	0	0
ZNF260	3	0.700935	2	1.29032
ZNF263	3	0.700935	4	2.58065
ZNF280D	3	0.700935	2	1.29032
ZNF343	3	0.700935	0	0
ZNF396	3	0.700935	3	1.93548
ZNF397	3	0.700935	2	1.29032
ZNF428	3	0.700935	1	0.645161
ZNF468	3	0.700935	2	1.29032
ZNF474	3	0.700935	2	1.29032
ZNF500	3	0.700935	3	1.93548
ZNF641	3	0.700935	0	0
ZNF703	3	0.700935	1	0.645161
ZNF732	3	0.700935	2	1.29032
ZNF774	3	0.700935	1	0.645161
ZNF799	3	0.700935	2	1.29032
ZNF830	3	0.700935	2	1.29032
ZNF841	3	0.700935	1	0.645161
ZNHIT3	3	0.700935	0	0
ZNRF1	3	0.700935	0	0
ZPR1	3	0.700935	2	1.29032
ZRSR2	3	0.700935	0	0
ZSCAN10	3	0.700935	2	1.29032
ZSCAN16	3	0.700935	2	1.29032
ZSCAN30	3	0.700935	3	1.93548
ZYG11A	3	0.700935	2	1.29032
AAMDC	2	0.46729	0	0
ABHD11	2	0.46729	0	0
ABHD12B	2	0.46729	0	0
ABHD16B	2	0.46729	0	0
ABHD3	2	0.46729	2	1.29032
ABRACL	2	0.46729	0	0
AC004832.3	2	0.46729	0	0
AC005833.1	2	0.46729	0	0
AC093525.2	2	0.46729	0	0
AC104452.1	2	0.46729	0	0
AC245033.1	2	0.46729	0	0
ACBD6	2	0.46729	3	1.93548
ACBD7	2	0.46729	1	0.645161
ACER3	2	0.46729	1	0.645161
ACOD1	2	0.46729	0	0
ACOT1	2	0.46729	0	0
ACOT6	2	0.46729	3	1.93548
ACSM6	2	0.46729	0	0
ACTA2	2	0.46729	1	0.645161
ACTL10	2	0.46729	0	0
ACTR2	2	0.46729	3	1.93548
ACYP2	2	0.46729	0	0
