Gene	COAD_cases	COAD_percent	READ_cases	READ_percent
AKAP11	23	5.37383	3	1.93548
ALS2	23	5.37383	3	1.93548
ANKHD1-EIF4EBP3	23	5.37383	6	3.87097
ARFGEF2	23	5.37383	5	3.22581
ARMC4	23	5.37383	5	3.22581
ASTN2	23	5.37383	10	6.45161
ATP2B3	23	5.37383	4	2.58065
B2M	23	5.37383	5	3.22581
BRWD1	23	5.37383	6	3.87097
CACNA1S	23	5.37383	6	3.87097
CACNA2D1	23	5.37383	4	2.58065
CAMTA1	23	5.37383	4	2.58065
CAMTA2	23	5.37383	0	0
CCDC88A	23	5.37383	7	4.51613
CD163	23	5.37383	5	3.22581
CDH12	23	5.37383	9	5.80645
CELSR3	23	5.37383	4	2.58065
CHRM2	23	5.37383	4	2.58065
CKAP5	23	5.37383	3	1.93548
CNTLN	23	5.37383	4	2.58065
CNTN1	23	5.37383	5	3.22581
CNTN4	23	5.37383	6	3.87097
CNTN5	23	5.37383	6	3.87097
CNTRL	23	5.37383	2	1.29032
COL19A1	23	5.37383	4	2.58065
COL2A1	23	5.37383	2	1.29032
CUX1	23	5.37383	4	2.58065
DNAJC13	23	5.37383	5	3.22581
DOCK4	23	5.37383	8	5.16129
DPP6	23	5.37383	2	1.29032
ESPL1	23	5.37383	0	0
FREM1	23	5.37383	6	3.87097
FRMPD1	23	5.37383	10	6.45161
GLI1	23	5.37383	4	2.58065
GRIK5	23	5.37383	3	1.93548
HCFC1	23	5.37383	2	1.29032
HDLBP	23	5.37383	6	3.87097
HEATR5B	23	5.37383	6	3.87097
HFM1	23	5.37383	5	3.22581
INSRR	23	5.37383	4	2.58065
IRS1	23	5.37383	5	3.22581
KCNQ2	23	5.37383	2	1.29032
KCNQ3	23	5.37383	6	3.87097
KCNQ5	23	5.37383	7	4.51613
KMT2E	23	5.37383	5	3.22581
LCT	23	5.37383	5	3.22581
LIFR	23	5.37383	7	4.51613
LMO7	23	5.37383	4	2.58065
MAGI2	23	5.37383	7	4.51613
MDGA2	23	5.37383	5	3.22581
MED13	23	5.37383	6	3.87097
MUC6	23	5.37383	6	3.87097
MYO9A	23	5.37383	5	3.22581
NBAS	23	5.37383	8	5.16129
NID2	23	5.37383	6	3.87097
NUP210L	23	5.37383	3	1.93548
PCDHA5	23	5.37383	8	5.16129
PCDHA6	23	5.37383	10	6.45161
PCDHA9	23	5.37383	8	5.16129
PCDHGA2	23	5.37383	6	3.87097
PCDHGA6	23	5.37383	4	2.58065
PCDHGA8	23	5.37383	8	5.16129
PCF11	23	5.37383	5	3.22581
PCNX1	23	5.37383	4	2.58065
PHIP	23	5.37383	9	5.80645
PIK3R1	23	5.37383	8	5.16129
PLXNA3	23	5.37383	6	3.87097
PPP1R3A	23	5.37383	4	2.58065
PTPRU	23	5.37383	8	5.16129
RALGAPB	23	5.37383	5	3.22581
RASGRF1	23	5.37383	4	2.58065
RNF17	23	5.37383	4	2.58065
ROCK1	23	5.37383	8	5.16129
SAGE1	23	5.37383	5	3.22581
SAMD9	23	5.37383	5	3.22581
SAMD9L	23	5.37383	7	4.51613
SCN10A	23	5.37383	5	3.22581
SCN8A	23	5.37383	4	2.58065
SEMA5B	23	5.37383	4	2.58065
SLC4A7	23	5.37383	3	1.93548
SLIT2	23	5.37383	7	4.51613
SLITRK2	23	5.37383	7	4.51613
SMC1B	23	5.37383	6	3.87097
SMCHD1	23	5.37383	5	3.22581
SPG11	23	5.37383	5	3.22581
STK31	23	5.37383	5	3.22581
TACC2	23	5.37383	5	3.22581
TEP1	23	5.37383	5	3.22581
TLE4	23	5.37383	4	2.58065
TPTE	23	5.37383	4	2.58065
TUBA3C	23	5.37383	3	1.93548
ULK2	23	5.37383	3	1.93548
UNC13A	23	5.37383	3	1.93548
UNC5C	23	5.37383	3	1.93548
USP7	23	5.37383	4	2.58065
VWA8	23	5.37383	7	4.51613
ABCA6	22	5.14019	6	3.87097
ABI3BP	22	5.14019	3	1.93548
ADAM7	22	5.14019	2	1.29032
ADAMTS17	22	5.14019	1	0.645161
ADCY9	22	5.14019	4	2.58065
ADGRL1	22	5.14019	3	1.93548
ALPK3	22	5.14019	2	1.29032
ANKRD12	22	5.14019	6	3.87097
AP2A2	22	5.14019	2	1.29032
AR	22	5.14019	4	2.58065
ARHGEF10	22	5.14019	4	2.58065
ARHGEF17	22	5.14019	2	1.29032
ARHGEF26	22	5.14019	3	1.93548
ATP6V1B1	22	5.14019	4	2.58065
ATP8B2	22	5.14019	5	3.22581
AUTS2	22	5.14019	6	3.87097
BNC1	22	5.14019	4	2.58065
BOC	22	5.14019	1	0.645161
BPTF	22	5.14019	6	3.87097
BTBD11	22	5.14019	3	1.93548
CDC42BPA	22	5.14019	5	3.22581
CDC42BPB	22	5.14019	1	0.645161
CDK5RAP2	22	5.14019	4	2.58065
CEP192	22	5.14019	3	1.93548
CFAP251	22	5.14019	3	1.93548
CFAP43	22	5.14019	6	3.87097
CIITA	22	5.14019	5	3.22581
CLIP1	22	5.14019	2	1.29032
COL1A1	22	5.14019	1	0.645161
COL3A1	22	5.14019	4	2.58065
CPS1	22	5.14019	5	3.22581
CRACD	22	5.14019	5	3.22581
CRYBG3	22	5.14019	4	2.58065
CTR9	22	5.14019	4	2.58065
CTTNBP2	22	5.14019	5	3.22581
DCDC1	22	5.14019	6	3.87097
DENND5A	22	5.14019	3	1.93548
DISP1	22	5.14019	8	5.16129
DMBT1	22	5.14019	4	2.58065
DOCK9	22	5.14019	8	5.16129
DUOX2	22	5.14019	2	1.29032
EFCAB5	22	5.14019	5	3.22581
ELMO1	22	5.14019	4	2.58065
EPHA6	22	5.14019	6	3.87097
EPHB1	22	5.14019	8	5.16129
ERBB3	22	5.14019	6	3.87097
EYS	22	5.14019	5	3.22581
FAM47B	22	5.14019	5	3.22581
FBXL7	22	5.14019	6	3.87097
FLG2	22	5.14019	5	3.22581
FRMPD3	22	5.14019	5	3.22581
GRID1	22	5.14019	3	1.93548
HEATR1	22	5.14019	6	3.87097
IFT172	22	5.14019	4	2.58065
ITIH2	22	5.14019	4	2.58065
ITIH6	22	5.14019	5	3.22581
ITSN1	22	5.14019	6	3.87097
JMJD1C	22	5.14019	8	5.16129
KCNMA1	22	5.14019	4	2.58065
KLHL4	22	5.14019	5	3.22581
LRFN2	22	5.14019	1	0.645161
MAGEE1	22	5.14019	2	1.29032
MBD5	22	5.14019	5	3.22581
MYO18A	22	5.14019	5	3.22581
MYO7B	22	5.14019	4	2.58065
MYPN	22	5.14019	4	2.58065
NCAM2	22	5.14019	9	5.80645
NINL	22	5.14019	6	3.87097
NLRP1	22	5.14019	2	1.29032
NOTCH1	22	5.14019	2	1.29032
NRG1	22	5.14019	2	1.29032
NRIP1	22	5.14019	3	1.93548
NYNRIN	22	5.14019	3	1.93548
OCA2	22	5.14019	3	1.93548
OTOF	22	5.14019	2	1.29032
PCDHGA12	22	5.14019	3	1.93548
PCDHGA7	22	5.14019	3	1.93548
PCDHGB3	22	5.14019	8	5.16129
PIK3CG	22	5.14019	6	3.87097
PLG	22	5.14019	5	3.22581
POLRMT	22	5.14019	3	1.93548
POSTN	22	5.14019	4	2.58065
PRDM2	22	5.14019	5	3.22581
PRKD1	22	5.14019	6	3.87097
RET	22	5.14019	5	3.22581
ROBO3	22	5.14019	3	1.93548
SCAPER	22	5.14019	7	4.51613
SETD1A	22	5.14019	1	0.645161
SF3B1	22	5.14019	2	1.29032
SGSM1	22	5.14019	2	1.29032
SIGLEC1	22	5.14019	7	4.51613
SLC12A5	22	5.14019	3	1.93548
SLC8A2	22	5.14019	2	1.29032
SMAD2	22	5.14019	7	4.51613
SNX13	22	5.14019	5	3.22581
SORBS2	22	5.14019	4	2.58065
SRGAP1	22	5.14019	1	0.645161
TNRC18	22	5.14019	3	1.93548
TOGARAM1	22	5.14019	3	1.93548
TP53BP1	22	5.14019	6	3.87097
TRANK1	22	5.14019	6	3.87097
TSPOAP1	22	5.14019	2	1.29032
USP28	22	5.14019	6	3.87097
XPO4	22	5.14019	3	1.93548
ZMYND8	22	5.14019	3	1.93548
ZNF407	22	5.14019	5	3.22581
ZNF521	22	5.14019	10	6.45161
ABCA10	21	4.90654	7	4.51613
ABCA5	21	4.90654	5	3.22581
ABCB11	21	4.90654	5	3.22581
ADAMTS10	21	4.90654	3	1.93548
AGRN	21	4.90654	2	1.29032
ANKRD30A	21	4.90654	6	3.87097
APBA2	21	4.90654	3	1.93548
ARAP1	21	4.90654	3	1.93548
ARAP3	21	4.90654	5	3.22581
ARHGAP22	21	4.90654	1	0.645161
ARHGAP36	21	4.90654	4	2.58065
ATP12A	21	4.90654	4	2.58065
ATP1A2	21	4.90654	1	0.645161
ATP2A1	21	4.90654	5	3.22581
ATR	21	4.90654	5	3.22581
BRD3	21	4.90654	3	1.93548
BRINP1	21	4.90654	5	3.22581
C8B	21	4.90654	5	3.22581
CABIN1	21	4.90654	4	2.58065
CACNA1I	21	4.90654	5	3.22581
CAMSAP1	21	4.90654	3	1.93548
CCDC180	21	4.90654	4	2.58065
CCDC39	21	4.90654	3	1.93548
CENPE	21	4.90654	6	3.87097
CFAP47	21	4.90654	8	5.16129
CHD2	21	4.90654	6	3.87097
CHRD	21	4.90654	5	3.22581
CLASP1	21	4.90654	3	1.93548
COL11A2	21	4.90654	4	2.58065
CR1	21	4.90654	4	2.58065
CTNND2	21	4.90654	7	4.51613
DAB2IP	21	4.90654	2	1.29032
DICER1	21	4.90654	4	2.58065
DLEC1	21	4.90654	1	0.645161
DOP1B	21	4.90654	3	1.93548
DPP10	21	4.90654	11	7.09677
DROSHA	21	4.90654	2	1.29032
ERC2	21	4.90654	3	1.93548
EVC	21	4.90654	2	1.29032
EXPH5	21	4.90654	5	3.22581
FAM193A	21	4.90654	3	1.93548
FAM47A	21	4.90654	7	4.51613
FPGT-TNNI3K	21	4.90654	4	2.58065
GLUD2	21	4.90654	4	2.58065
GPRASP1	21	4.90654	3	1.93548
GRID2	21	4.90654	3	1.93548
HCN1	21	4.90654	5	3.22581
IGSF1	21	4.90654	7	4.51613
INPPL1	21	4.90654	2	1.29032
IQCA1	21	4.90654	2	1.29032
ITGAL	21	4.90654	3	1.93548
ITSN2	21	4.90654	2	1.29032
JAKMIP2	21	4.90654	6	3.87097
JCAD	21	4.90654	4	2.58065
KCNA1	21	4.90654	1	0.645161
KCNT2	21	4.90654	8	5.16129
KIAA1755	21	4.90654	6	3.87097
KIAA2026	21	4.90654	5	3.22581
KIF13B	21	4.90654	4	2.58065
KIF1B	21	4.90654	3	1.93548
KIF21B	21	4.90654	2	1.29032
KIRREL3	21	4.90654	2	1.29032
KIT	21	4.90654	5	3.22581
LAMB4	21	4.90654	7	4.51613
LRRIQ3	21	4.90654	9	5.80645
MAGI1	21	4.90654	6	3.87097
MAST2	21	4.90654	2	1.29032
MLH3	21	4.90654	6	3.87097
MROH2B	21	4.90654	3	1.93548
MRTFA	21	4.90654	2	1.29032
MYH1	21	4.90654	4	2.58065
MYH3	21	4.90654	6	3.87097
MYH7B	21	4.90654	6	3.87097
MYO1F	21	4.90654	2	1.29032
MYO9B	21	4.90654	2	1.29032
MYOF	21	4.90654	7	4.51613
MYOM2	21	4.90654	8	5.16129
MYT1L	21	4.90654	4	2.58065
N4BP2	21	4.90654	5	3.22581
NBEAL1	21	4.90654	4	2.58065
NCKAP5L	21	4.90654	1	0.645161
NID1	21	4.90654	5	3.22581
NLRP2	21	4.90654	1	0.645161
NLRP4	21	4.90654	3	1.93548
NOTCH2	21	4.90654	5	3.22581
NRAS	21	4.90654	15	9.67742
NRXN3	21	4.90654	5	3.22581
NUMA1	21	4.90654	5	3.22581
NUP214	21	4.90654	4	2.58065
OPLAH	21	4.90654	2	1.29032
PAM	21	4.90654	4	2.58065
PARD3B	21	4.90654	3	1.93548
PARP14	21	4.90654	5	3.22581
PASK	21	4.90654	2	1.29032
PBRM1	21	4.90654	3	1.93548
PCDHB4	21	4.90654	2	1.29032
PCDHGB4	21	4.90654	1	0.645161
PCSK5	21	4.90654	2	1.29032
PDGFRB	21	4.90654	4	2.58065
PHF3	21	4.90654	6	3.87097
PIGO	21	4.90654	3	1.93548
PLA2R1	21	4.90654	3	1.93548
PLPPR4	21	4.90654	4	2.58065
PPP6R2	21	4.90654	3	1.93548
PRKCG	21	4.90654	6	3.87097
PRRC2A	21	4.90654	3	1.93548
PRRC2C	21	4.90654	6	3.87097
PTPRD	21	4.90654	6	3.87097
RADIL	21	4.90654	5	3.22581
RAI1	21	4.90654	0	0
RXFP3	21	4.90654	1	0.645161
SALL4	21	4.90654	1	0.645161
SH3PXD2A	21	4.90654	2	1.29032
SMTN	21	4.90654	1	0.645161
SPATA31E1	21	4.90654	6	3.87097
SRGAP3	21	4.90654	3	1.93548
SUPT16H	21	4.90654	3	1.93548
SV2C	21	4.90654	2	1.29032
TANC1	21	4.90654	3	1.93548
TIAM2	21	4.90654	5	3.22581
TLL1	21	4.90654	5	3.22581
TMEM131	21	4.90654	2	1.29032
TMPRSS15	21	4.90654	6	3.87097
TNIK	21	4.90654	8	5.16129
TNRC6A	21	4.90654	7	4.51613
TUT7	21	4.90654	4	2.58065
UHRF1BP1L	21	4.90654	3	1.93548
VIRMA	21	4.90654	6	3.87097
WDR7	21	4.90654	4	2.58065
WNK1	21	4.90654	4	2.58065
WNK4	21	4.90654	0	0
WWP1	21	4.90654	5	3.22581
ZEB2	21	4.90654	10	6.45161
ZMYM2	21	4.90654	5	3.22581
ZMYM4	21	4.90654	2	1.29032
ZNF208	21	4.90654	7	4.51613
ZNF808	21	4.90654	3	1.93548
ZNF862	21	4.90654	2	1.29032
ZNFX1	21	4.90654	5	3.22581
ABCA8	20	4.6729	7	4.51613
ABCA9	20	4.6729	7	4.51613
ABCB4	20	4.6729	5	3.22581
ABCB5	20	4.6729	8	5.16129
ABCC12	20	4.6729	4	2.58065
ACIN1	20	4.6729	4	2.58065
ADAM29	20	4.6729	4	2.58065
APBB1	20	4.6729	3	1.93548
APLP1	20	4.6729	2	1.29032
ARFGEF3	20	4.6729	4	2.58065
ARHGEF11	20	4.6729	3	1.93548
ATAD2B	20	4.6729	6	3.87097
ATP13A3	20	4.6729	3	1.93548
ATP2B2	20	4.6729	6	3.87097
ATP7A	20	4.6729	1	0.645161
C2orf16	20	4.6729	4	2.58065
CARMIL1	20	4.6729	2	1.29032
CARMIL3	20	4.6729	4	2.58065
CCDC178	20	4.6729	7	4.51613
CD109	20	4.6729	7	4.51613
CHST15	20	4.6729	4	2.58065
CLSTN1	20	4.6729	1	0.645161
CLSTN2	20	4.6729	5	3.22581
COBL	20	4.6729	3	1.93548
COL15A1	20	4.6729	3	1.93548
COL4A2	20	4.6729	2	1.29032
COL5A3	20	4.6729	4	2.58065
COL6A2	20	4.6729	3	1.93548
CYLC1	20	4.6729	9	5.80645
DCAF12L2	20	4.6729	8	5.16129
DHX30	20	4.6729	3	1.93548
DHX9	20	4.6729	4	2.58065
DNHD1	20	4.6729	5	3.22581
DNM3	20	4.6729	4	2.58065
DSPP	20	4.6729	7	4.51613
ECM2	20	4.6729	2	1.29032
EIF2AK4	20	4.6729	2	1.29032
EPRS1	20	4.6729	4	2.58065
FGD6	20	4.6729	5	3.22581
FYB1	20	4.6729	5	3.22581
GIGYF1	20	4.6729	0	0
GRIA4	20	4.6729	6	3.87097
GRM8	20	4.6729	6	3.87097
GUCY1A1	20	4.6729	6	3.87097
HECTD1	20	4.6729	6	3.87097
HIRA	20	4.6729	3	1.93548
IFI16	20	4.6729	2	1.29032
IGSF9	20	4.6729	3	1.93548
ITGA7	20	4.6729	1	0.645161
JPH3	20	4.6729	2	1.29032
KCNH3	20	4.6729	3	1.93548
KCNH5	20	4.6729	7	4.51613
KDM5A	20	4.6729	5	3.22581
KIF4B	20	4.6729	5	3.22581
KLHL34	20	4.6729	1	0.645161
KNTC1	20	4.6729	3	1.93548
LAMB1	20	4.6729	5	3.22581
LRRN3	20	4.6729	7	4.51613
MAGEL2	20	4.6729	3	1.93548
MAP3K1	20	4.6729	3	1.93548
MAP3K21	20	4.6729	10	6.45161
MAST4	20	4.6729	5	3.22581
MCC	20	4.6729	5	3.22581
MEGF6	20	4.6729	6	3.87097
MICAL2	20	4.6729	3	1.93548
MICAL3	20	4.6729	4	2.58065
MROH1	20	4.6729	2	1.29032
MUC2	20	4.6729	1	0.645161
MVK	20	4.6729	1	0.645161
MYO10	20	4.6729	6	3.87097
MYT1	20	4.6729	4	2.58065
NAV1	20	4.6729	3	1.93548
NCOA2	20	4.6729	3	1.93548
NCOA6	20	4.6729	2	1.29032
NLRP5	20	4.6729	5	3.22581
NOVA1	20	4.6729	5	3.22581
NRCAM	20	4.6729	4	2.58065
NTRK3	20	4.6729	4	2.58065
NUAK1	20	4.6729	0	0
NUP210	20	4.6729	3	1.93548
PAX6	20	4.6729	2	1.29032
PCDH12	20	4.6729	2	1.29032
PCDHB12	20	4.6729	5	3.22581
PCDHB3	20	4.6729	6	3.87097
PCDHB5	20	4.6729	7	4.51613
PCDHB6	20	4.6729	7	4.51613
PCDHGB1	20	4.6729	2	1.29032
PCDHGB5	20	4.6729	3	1.93548
PCNX2	20	4.6729	5	3.22581
PDZRN4	20	4.6729	7	4.51613
PIK3C2B	20	4.6729	4	2.58065
PLCH1	20	4.6729	5	3.22581
PLEKHG4B	20	4.6729	9	5.80645
PPFIA4	20	4.6729	4	2.58065
PPRC1	20	4.6729	4	2.58065
PRTG	20	4.6729	7	4.51613
PTPRB	20	4.6729	3	1.93548
RAD51AP2	20	4.6729	6	3.87097
RAPGEF2	20	4.6729	5	3.22581
RBM15	20	4.6729	6	3.87097
REST	20	4.6729	3	1.93548
RFX7	20	4.6729	4	2.58065
RPGRIP1L	20	4.6729	3	1.93548
RPS6KA2	20	4.6729	5	3.22581
SALL2	20	4.6729	1	0.645161
SEZ6L	20	4.6729	4	2.58065
SHANK2	20	4.6729	1	0.645161
SLC24A2	20	4.6729	3	1.93548
SLC8A1	20	4.6729	5	3.22581
SLITRK5	20	4.6729	14	9.03226
SLITRK6	20	4.6729	5	3.22581
SLX4	20	4.6729	4	2.58065
SMAD3	20	4.6729	5	3.22581
SMARCA2	20	4.6729	4	2.58065
SP140	20	4.6729	2	1.29032
SPART	20	4.6729	9	5.80645
SPATA31D1	20	4.6729	5	3.22581
SPTAN1	20	4.6729	7	4.51613
SRCIN1	20	4.6729	3	1.93548
ST6GAL2	20	4.6729	2	1.29032
SUPT6H	20	4.6729	1	0.645161
TAF1	20	4.6729	4	2.58065
TAS1R2	20	4.6729	5	3.22581
TLN1	20	4.6729	3	1.93548
TMEM94	20	4.6729	4	2.58065
TPR	20	4.6729	4	2.58065
TRAPPC8	20	4.6729	4	2.58065
TRIP11	20	4.6729	9	5.80645
TRPC5	20	4.6729	2	1.29032
TRPM1	20	4.6729	5	3.22581
TRPM8	20	4.6729	6	3.87097
TUT4	20	4.6729	5	3.22581
XRN1	20	4.6729	6	3.87097
ZBED9	20	4.6729	9	5.80645
ZMYM6	20	4.6729	1	0.645161
ZNF142	20	4.6729	2	1.29032
ZNF609	20	4.6729	4	2.58065
ABCC5	19	4.43925	4	2.58065
ABCC8	19	4.43925	6	3.87097
ADAM12	19	4.43925	5	3.22581
ADAMTS1	19	4.43925	3	1.93548
ADAMTS13	19	4.43925	1	0.645161
ADAMTS7	19	4.43925	2	1.29032
AFDN	19	4.43925	5	3.22581
AFF4	19	4.43925	3	1.93548
AGL	19	4.43925	2	1.29032
AHCTF1	19	4.43925	4	2.58065
ARHGAP33	19	4.43925	1	0.645161
ARHGEF40	19	4.43925	1	0.645161
ATAD2	19	4.43925	4	2.58065
ATP10D	19	4.43925	0	0
ATP1A4	19	4.43925	4	2.58065
ATP2B4	19	4.43925	4	2.58065
ATP8B1	19	4.43925	8	5.16129
BACH2	19	4.43925	3	1.93548
BRD1	19	4.43925	4	2.58065
BRD4	19	4.43925	1	0.645161
BRPF3	19	4.43925	3	1.93548
BTAF1	19	4.43925	5	3.22581
C6	19	4.43925	5	3.22581
CDH6	19	4.43925	4	2.58065
CENPJ	19	4.43925	5	3.22581
CEP250	19	4.43925	5	3.22581
CEP350	19	4.43925	5	3.22581
CLCN4	19	4.43925	6	3.87097
CNGB1	19	4.43925	1	0.645161
COL6A1	19	4.43925	6	3.87097
CPSF1	19	4.43925	2	1.29032
CRMP1	19	4.43925	6	3.87097
CSPG4	19	4.43925	2	1.29032
DDX58	19	4.43925	2	1.29032
DNMBP	19	4.43925	4	2.58065
DOCK6	19	4.43925	2	1.29032
DPYD	19	4.43925	6	3.87097
ERCC6	19	4.43925	4	2.58065
FAM214A	19	4.43925	5	3.22581
FANCA	19	4.43925	2	1.29032
FKBP15	19	4.43925	3	1.93548
FLT1	19	4.43925	6	3.87097
FRMPD4	19	4.43925	6	3.87097
GABBR1	19	4.43925	5	3.22581
GABRG3	19	4.43925	1	0.645161
GLIS3	19	4.43925	6	3.87097
GNAS	19	4.43925	3	1.93548
GOLGA3	19	4.43925	2	1.29032
GON4L	19	4.43925	5	3.22581
IMPG1	19	4.43925	5	3.22581
ITGA10	19	4.43925	6	3.87097
ITGAX	19	4.43925	6	3.87097
ITGB4	19	4.43925	4	2.58065
JARID2	19	4.43925	2	1.29032
KANSL1L	19	4.43925	3	1.93548
KAT6B	19	4.43925	4	2.58065
KCNC3	19	4.43925	0	0
KCND3	19	4.43925	4	2.58065
KCNH8	19	4.43925	7	4.51613
KDM5B	19	4.43925	5	3.22581
KIAA0319L	19	4.43925	1	0.645161
LENG8	19	4.43925	3	1.93548
LRBA	19	4.43925	6	3.87097
LRP4	19	4.43925	5	3.22581
LRRCC1	19	4.43925	6	3.87097
MAST3	19	4.43925	4	2.58065
MCM3AP	19	4.43925	3	1.93548
MDGA1	19	4.43925	3	1.93548
MEI1	19	4.43925	2	1.29032
MROH5	19	4.43925	1	0.645161
NEFM	19	4.43925	3	1.93548
NEURL4	19	4.43925	2	1.29032
NHS	19	4.43925	3	1.93548
NLRP13	19	4.43925	5	3.22581
NLRP3	19	4.43925	5	3.22581
NOD2	19	4.43925	3	1.93548
NPHP4	19	4.43925	4	2.58065
NTRK2	19	4.43925	2	1.29032
OBSL1	19	4.43925	7	4.51613
OR6K2	19	4.43925	3	1.93548
PCDHB15	19	4.43925	5	3.22581
PCDHGA1	19	4.43925	2	1.29032
PCDHGA4	19	4.43925	2	1.29032
PCM1	19	4.43925	4	2.58065
PDE3A	19	4.43925	4	2.58065
PDS5A	19	4.43925	4	2.58065
PFKP	19	4.43925	3	1.93548
PITPNM3	19	4.43925	3	1.93548
PIWIL1	19	4.43925	6	3.87097
PLCB4	19	4.43925	4	2.58065
PLEKHA5	19	4.43925	1	0.645161
PLEKHM1	19	4.43925	3	1.93548
PLXNC1	19	4.43925	5	3.22581
PNISR	19	4.43925	3	1.93548
POLR1A	19	4.43925	5	3.22581
POU4F2	19	4.43925	1	0.645161
PPARGC1A	19	4.43925	0	0
PPP1R26	19	4.43925	0	0
PRDM16	19	4.43925	1	0.645161
PSMD1	19	4.43925	3	1.93548
PSME4	19	4.43925	4	2.58065
PTK2	19	4.43925	3	1.93548
PTPRG	19	4.43925	2	1.29032
PZP	19	4.43925	8	5.16129
RALGAPA2	19	4.43925	4	2.58065
RBM10	19	4.43925	6	3.87097
RBP3	19	4.43925	5	3.22581
RERE	19	4.43925	4	2.58065
RLF	19	4.43925	5	3.22581
RPTOR	19	4.43925	4	2.58065
RTTN	19	4.43925	3	1.93548
RUNX1T1	19	4.43925	11	7.09677
SASH1	19	4.43925	5	3.22581
SBNO1	19	4.43925	6	3.87097
SEMA3D	19	4.43925	3	1.93548
SETDB1	19	4.43925	3	1.93548
SHROOM3	19	4.43925	2	1.29032
SI	19	4.43925	6	3.87097
SIN3A	19	4.43925	7	4.51613
SLC12A7	19	4.43925	0	0
SLC3A2	19	4.43925	0	0
SLC44A5	19	4.43925	2	1.29032
SMC1A	19	4.43925	2	1.29032
SMG1	19	4.43925	4	2.58065
SNTG1	19	4.43925	2	1.29032
SOHLH2	19	4.43925	4	2.58065
SORCS3	19	4.43925	6	3.87097
SORL1	19	4.43925	3	1.93548
SPTBN4	19	4.43925	1	0.645161
STOX2	19	4.43925	2	1.29032
STYXL2	19	4.43925	5	3.22581
SV2A	19	4.43925	1	0.645161
TBC1D9	19	4.43925	5	3.22581
THBS1	19	4.43925	3	1.93548
TMEM131L	19	4.43925	6	3.87097
TMPO	19	4.43925	6	3.87097
TNS3	19	4.43925	6	3.87097
TRERF1	19	4.43925	3	1.93548
TRIM71	19	4.43925	3	1.93548
TRO	19	4.43925	6	3.87097
TRPC6	19	4.43925	7	4.51613
TSSK1B	19	4.43925	2	1.29032
TTBK1	19	4.43925	1	0.645161
TTC3	19	4.43925	7	4.51613
UBE4B	19	4.43925	8	5.16129
WHRN	19	4.43925	1	0.645161
ZEB1	19	4.43925	4	2.58065
ZFP36L2	19	4.43925	6	3.87097
ZNF236	19	4.43925	1	0.645161
ZNF43	19	4.43925	5	3.22581
ZNF658	19	4.43925	6	3.87097
ZZEF1	19	4.43925	5	3.22581
ABCC4	18	4.20561	2	1.29032
ACE	18	4.20561	3	1.93548
AGAP1	18	4.20561	3	1.93548
AK9	18	4.20561	2	1.29032
AL592490.1	18	4.20561	5	3.22581
ANKRD26	18	4.20561	5	3.22581
ANKRD50	18	4.20561	6	3.87097
ANO4	18	4.20561	6	3.87097
ARHGAP28	18	4.20561	2	1.29032
ARHGEF1	18	4.20561	2	1.29032
ARMC3	18	4.20561	4	2.58065
ASAP2	18	4.20561	4	2.58065
ASXL2	18	4.20561	5	3.22581
ASXL3	18	4.20561	3	1.93548
ATP9A	18	4.20561	2	1.29032
ATRNL1	18	4.20561	5	3.22581
ATXN2L	18	4.20561	4	2.58065
B4GALNT1	18	4.20561	1	0.645161
BTBD7	18	4.20561	3	1.93548
C5	18	4.20561	5	3.22581
CAMSAP2	18	4.20561	3	1.93548
CAND1	18	4.20561	3	1.93548
CASKIN2	18	4.20561	4	2.58065
CASP8	18	4.20561	3	1.93548
CATSPERD	18	4.20561	2	1.29032
CC2D1A	18	4.20561	2	1.29032
CCDC141	18	4.20561	6	3.87097
CCDC158	18	4.20561	5	3.22581
CD163L1	18	4.20561	6	3.87097
CDC14A	18	4.20561	5	3.22581
CECR2	18	4.20561	4	2.58065
CEMIP	18	4.20561	5	3.22581
CEP85L	18	4.20561	3	1.93548
CHRM3	18	4.20561	2	1.29032
CKAP2	18	4.20561	1	0.645161
CLCA4	18	4.20561	4	2.58065
CNGB3	18	4.20561	4	2.58065
CNNM1	18	4.20561	1	0.645161
COL20A1	18	4.20561	1	0.645161
COL24A1	18	4.20561	8	5.16129
CRYBG1	18	4.20561	3	1.93548
CSF3R	18	4.20561	4	2.58065
CTCF	18	4.20561	4	2.58065
CUL1	18	4.20561	3	1.93548
DCTN1	18	4.20561	3	1.93548
DDX17	18	4.20561	0	0
DIS3L	18	4.20561	1	0.645161
DYNC2I1	18	4.20561	3	1.93548
DZIP1L	18	4.20561	2	1.29032
E2F7	18	4.20561	3	1.93548
EFEMP1	18	4.20561	2	1.29032
EIF4G1	18	4.20561	4	2.58065
EIF4G3	18	4.20561	4	2.58065
ELP1	18	4.20561	2	1.29032
EPHA4	18	4.20561	5	3.22581
EXOC1	18	4.20561	2	1.29032
EXOC6	18	4.20561	1	0.645161
F5	18	4.20561	6	3.87097
FCRL3	18	4.20561	6	3.87097
FCRL5	18	4.20561	4	2.58065
FSTL4	18	4.20561	1	0.645161
GGT5	18	4.20561	1	0.645161
GPATCH8	18	4.20561	2	1.29032
GPR149	18	4.20561	5	3.22581
GRIN2B	18	4.20561	4	2.58065
HDX	18	4.20561	3	1.93548
HEATR5A	18	4.20561	1	0.645161
